Customer ID,Churn,Churn Category,Churn Reason,Churn Score,Customer Status,Satisfaction Score
5473-KHBPS,0,Not Churned,Not Churned,31,Stayed,3
5443-SCMKX,0,Not Churned,Not Churned,77,Stayed,3
4566-NECEV,0,Not Churned,Not Churned,56,Stayed,3
2612-RRIDN,1,Dissatisfaction,Limited range of services,88,Churned,2
4710-NKCAW,0,Not Churned,Not Churned,31,Stayed,3
4749-OJKQU,0,Not Churned,Not Churned,31,Stayed,5
7695-PKLCZ,0,Not Churned,Not Churned,68,Stayed,4
4295-YURET,0,Not Churned,Not Churned,79,Stayed,4
5740-YHGTW,0,Not Churned,Not Churned,49,Stayed,4
4707-MAXGU,0,Not Churned,Not Churned,45,Stayed,5
2842-JTCCU,1,Attitude,Attitude of service provider,72,Churned,3
3094-JOJAI,0,Not Churned,Not Churned,49,Stayed,5
8780-IHCRN,0,Not Churned,Not Churned,40,Stayed,4
5614-DNZCE,0,Not Churned,Not Churned,57,Stayed,4
6733-LRIZX,0,Not Churned,Not Churned,32,Stayed,3
2302-OUZXB,0,Not Churned,Not Churned,70,Stayed,5
5954-BDFSG,0,Not Churned,Not Churned,53,Stayed,3
2667-WYLWJ,1,Price,Long distance charges,89,Churned,3
1925-TIBLE,1,Competitor,Competitor offered higher download speeds,74,Churned,1
9821-POOTN,1,Price,Price too high,94,Churned,2
6135-OZQVA,0,Not Churned,Not Churned,51,Stayed,4
9947-OTFQU,1,Competitor,Competitor had better devices,86,Churned,1
0883-EIBTI,1,Dissatisfaction,Limited range of services,82,Churned,3
2995-UPRYS,1,Other,Moved,69,Churned,3
2360-RDGRO,0,Not Churned,Not Churned,70,Stayed,3
3640-JQGJG,0,Not Churned,Not Churned,44,Stayed,3
6032-KRXXO,1,Competitor,Competitor made better offer,84,Churned,2
4915-BFSXL,0,Not Churned,Not Churned,60,Stayed,3
4154-AQUGT,1,Competitor,Competitor made better offer,82,Churned,1
6266-QHOJZ,0,Not Churned,Not Churned,77,Stayed,3
2120-SMPEX,0,Not Churned,Not Churned,58,Stayed,5
3062-ICYZQ,0,Not Churned,Not Churned,20,Stayed,3
5186-SAMNZ,1,Price,Price too high,77,Churned,2
1053-MXTTK,0,Not Churned,Not Churned,48,Stayed,4
4531-AUZNK,0,Not Churned,Not Churned,21,Stayed,3
5716-EZXZN,0,Not Churned,Not Churned,59,Stayed,3
0485-ZBSLN,0,Not Churned,Not Churned,39,Stayed,5
7766-CLTIC,0,Not Churned,Not Churned,28,Stayed,3
1816-FLZDK,0,Not Churned,Not Churned,40,Joined,5
2811-POVEX,0,Not Churned,Not Churned,70,Stayed,5
5707-ZMDJP,0,Not Churned,Not Churned,27,Stayed,4
2498-XLDZR,0,Not Churned,Not Churned,42,Stayed,4
6688-UZPWD,1,Competitor,Competitor offered more data,88,Churned,1
8780-RSYYU,0,Not Churned,Not Churned,23,Stayed,4
5356-KZCKT,0,Not Churned,Not Churned,38,Stayed,4
3669-OYSJI,1,Attitude,Attitude of support person,76,Churned,2
3393-FMZPV,1,Price,Extra data charges,74,Churned,1
0013-EXCHZ,1,Dissatisfaction,Network reliability,68,Churned,1
8665-UTDHZ,1,Competitor,Competitor had better devices,90,Churned,1
9926-PJHDQ,0,Not Churned,Not Churned,34,Stayed,3
9142-KZXOP,0,Not Churned,Not Churned,51,Stayed,3
3594-KADLU,0,Not Churned,Not Churned,35,Joined,3
7315-WYOAW,0,Not Churned,Not Churned,80,Stayed,3
6804-GDMOI,1,Competitor,Competitor offered more data,68,Churned,3
7941-RCJOW,0,Not Churned,Not Churned,76,Stayed,5
5014-GSOUQ,0,Not Churned,Not Churned,63,Stayed,4
4765-OXPPD,1,Competitor,Competitor offered more data,76,Churned,1
3071-VBYPO,0,Not Churned,Not Churned,22,Joined,3
7016-BPGEU,1,Competitor,Competitor offered higher download speeds,81,Churned,1
5906-DVAPM,0,Not Churned,Not Churned,65,Stayed,3
1545-ACTAS,0,Not Churned,Not Churned,29,Stayed,3
5071-FBJFS,0,Not Churned,Not Churned,73,Stayed,3
4751-ERMAN,0,Not Churned,Not Churned,35,Stayed,3
5044-XDPYX,0,Not Churned,Not Churned,43,Stayed,5
6773-LQTVT,0,Not Churned,Not Churned,46,Stayed,5
7558-IMLMT,0,Not Churned,Not Churned,77,Stayed,4
6559-RAKOZ,0,Not Churned,Not Churned,53,Stayed,3
0584-BJQGZ,0,Not Churned,Not Churned,63,Stayed,4
7926-IJOOU,0,Not Churned,Not Churned,47,Joined,5
7134-HBPBS,0,Not Churned,Not Churned,71,Stayed,5
2265-CYWIV,1,Dissatisfaction,Network reliability,77,Churned,1
7017-VFHAY,0,Not Churned,Not Churned,38,Stayed,3
9424-CMPOG,0,Not Churned,Not Churned,65,Stayed,3
9101-BWFSS,1,Other,Moved,82,Churned,2
9957-YODKZ,0,Not Churned,Not Churned,68,Stayed,5
3528-HFRIQ,0,Not Churned,Not Churned,51,Stayed,5
3669-LVWZB,1,Price,Long distance charges,86,Churned,2
8519-IMDHU,1,Competitor,Competitor had better devices,83,Churned,1
5570-PTWEH,1,Attitude,Attitude of support person,78,Churned,2
0323-XWWTN,0,Not Churned,Not Churned,77,Joined,5
4911-BANWH,1,Attitude,Attitude of support person,74,Churned,3
9885-CSMWE,1,Dissatisfaction,Product dissatisfaction,67,Churned,1
8944-AILEF,0,Not Churned,Not Churned,67,Stayed,5
3272-VUHPV,0,Not Churned,Not Churned,21,Stayed,5
3597-YASZG,0,Not Churned,Not Churned,27,Stayed,4
4343-EJVQB,0,Not Churned,Not Churned,51,Stayed,4
8461-EFQYM,0,Not Churned,Not Churned,23,Stayed,3
9888-ZCUMM,0,Not Churned,Not Churned,77,Stayed,4
8780-IXSTS,1,Competitor,Competitor made better offer,71,Churned,1
5047-LHVLY,1,Competitor,Competitor made better offer,91,Churned,2
5365-LLFYV,0,Not Churned,Not Churned,65,Joined,3
7234-KMNRQ,0,Not Churned,Not Churned,28,Stayed,5
7783-YKGDV,1,Price,Lack of affordable download/upload speed,76,Churned,1
6806-YDEUL,0,Not Churned,Not Churned,77,Stayed,3
8496-EJAUI,1,Attitude,Attitude of support person,89,Churned,3
0442-ZXKVS,0,Not Churned,Not Churned,45,Stayed,3
8387-MOJJT,1,Competitor,Competitor made better offer,82,Churned,1
8722-NGNBH,1,Competitor,Competitor had better devices,80,Churned,1
4452-ROHMO,0,Not Churned,Not Churned,38,Stayed,3
1442-BQPVU,0,Not Churned,Not Churned,71,Stayed,4
6156-UZDLF,0,Not Churned,Not Churned,77,Stayed,3
3935-TBRZZ,0,Not Churned,Not Churned,80,Stayed,3
2325-WINES,0,Not Churned,Not Churned,60,Stayed,4
1084-UQCHV,1,Attitude,Attitude of support person,66,Churned,2
7727-SHVZV,0,Not Churned,Not Churned,54,Stayed,4
2180-DXNEG,1,Dissatisfaction,Product dissatisfaction,89,Churned,1
3106-ULWFW,1,Competitor,Competitor had better devices,95,Churned,1
0345-XMMUG,0,Not Churned,Not Churned,45,Stayed,5
6621-NRZAK,0,Not Churned,Not Churned,56,Stayed,5
5840-NVDCG,0,Not Churned,Not Churned,43,Stayed,3
7356-AYNJP,0,Not Churned,Not Churned,57,Stayed,4
2272-JKMSI,0,Not Churned,Not Churned,49,Stayed,4
3791-LGQCY,1,Attitude,Attitude of support person,85,Churned,1
0786-VSSUD,1,Competitor,Competitor had better devices,92,Churned,1
9374-YOLBJ,0,Not Churned,Not Churned,27,Joined,4
5451-YHYPW,0,Not Churned,Not Churned,50,Stayed,3
6075-SLNIL,0,Not Churned,Not Churned,62,Stayed,3
6121-TNHBO,0,Not Churned,Not Churned,29,Stayed,3
2368-GAKKQ,0,Not Churned,Not Churned,75,Stayed,4
4385-ZKVNW,0,Not Churned,Not Churned,21,Stayed,4
5025-GOOKI,0,Not Churned,Not Churned,51,Stayed,5
3027-YNWZU,0,Not Churned,Not Churned,61,Stayed,5
1552-TKMXS,0,Not Churned,Not Churned,69,Stayed,3
2159-TURXX,0,Not Churned,Not Churned,51,Stayed,4
4072-IPYLT,0,Not Churned,Not Churned,56,Stayed,3
4909-JOUPP,0,Not Churned,Not Churned,32,Stayed,4
3692-JHONH,0,Not Churned,Not Churned,57,Stayed,5
4815-YOSUK,0,Not Churned,Not Churned,35,Stayed,3
4701-LKOZD,0,Not Churned,Not Churned,78,Stayed,4
0220-EBGCE,1,Competitor,Competitor made better offer,67,Churned,1
8984-EYLLL,0,Not Churned,Not Churned,72,Stayed,4
6497-TILVL,0,Not Churned,Not Churned,59,Stayed,3
2049-BAFNW,0,Not Churned,Not Churned,55,Joined,5
5419-CONWX,1,Competitor,Competitor had better devices,89,Churned,1
9552-TGUZV,0,Not Churned,Not Churned,80,Stayed,3
1761-AEZZR,1,Other,Don't know,72,Churned,2
5542-TBBWB,0,Not Churned,Not Churned,26,Joined,4
5018-LXQQG,0,Not Churned,Not Churned,80,Stayed,3
5590-ZSKRV,0,Not Churned,Not Churned,43,Stayed,3
6899-PPEEA,1,Attitude,Attitude of service provider,81,Churned,2
9152-AMKAK,0,Not Churned,Not Churned,26,Stayed,5
3707-GNWHM,1,Other,Don't know,93,Churned,1
3247-MHJKM,0,Not Churned,Not Churned,72,Joined,3
2371-KFUOG,0,Not Churned,Not Churned,26,Stayed,3
5989-AXPUC,0,Not Churned,Not Churned,38,Stayed,4
6719-FGEDO,0,Not Churned,Not Churned,67,Stayed,4
3070-FNFZQ,0,Not Churned,Not Churned,33,Stayed,4
4070-OKWVH,0,Not Churned,Not Churned,57,Stayed,3
3334-CTHOL,1,Competitor,Competitor had better devices,71,Churned,2
1564-HJUVY,0,Not Churned,Not Churned,59,Stayed,5
3523-QRQLL,1,Competitor,Competitor offered more data,94,Churned,2
8646-JCOMS,0,Not Churned,Not Churned,38,Stayed,5
2790-XUYMV,0,Not Churned,Not Churned,48,Stayed,4
1354-YZFNB,0,Not Churned,Not Churned,57,Stayed,4
8063-GBATB,1,Competitor,Competitor had better devices,80,Churned,1
6339-RZCBJ,0,Not Churned,Not Churned,47,Stayed,4
4981-FLTMF,0,Not Churned,Not Churned,76,Stayed,3
6281-FKEWS,0,Not Churned,Not Churned,68,Stayed,5
1043-UXOVO,0,Not Churned,Not Churned,35,Stayed,3
6621-YOBKI,0,Not Churned,Not Churned,76,Stayed,4
6328-ZPBGN,1,Price,Extra data charges,71,Churned,2
9715-SBVSU,0,Not Churned,Not Churned,22,Stayed,4
3170-GWYKC,0,Not Churned,Not Churned,62,Stayed,4
7244-KXYZN,0,Not Churned,Not Churned,20,Stayed,4
7529-ZDFXI,0,Not Churned,Not Churned,36,Stayed,5
2748-MYRVK,1,Price,Long distance charges,71,Churned,3
1963-SVUCV,1,Competitor,Competitor offered higher download speeds,78,Churned,2
5673-TIYIB,1,Other,Don't know,86,Churned,3
1839-UMACK,0,Not Churned,Not Churned,55,Stayed,5
4800-VHZKI,1,Competitor,Competitor made better offer,92,Churned,3
5842-POCOP,1,Competitor,Competitor offered higher download speeds,79,Churned,1
0626-QXNGV,0,Not Churned,Not Churned,68,Stayed,5
5726-CVNYA,0,Not Churned,Not Churned,65,Stayed,5
6119-SPUDB,0,Not Churned,Not Churned,73,Stayed,3
5549-ZGHFB,0,Not Churned,Not Churned,57,Stayed,5
4121-AGSIN,0,Not Churned,Not Churned,47,Stayed,4
4686-GEFRM,0,Not Churned,Not Churned,57,Stayed,3
0236-HFWSV,1,Competitor,Competitor had better devices,77,Churned,1
5199-FPUSP,0,Not Churned,Not Churned,73,Stayed,3
2263-SFSQZ,0,Not Churned,Not Churned,37,Stayed,4
2378-VTKDH,0,Not Churned,Not Churned,69,Stayed,5
6890-PFRQX,0,Not Churned,Not Churned,24,Stayed,3
4999-IEZLT,0,Not Churned,Not Churned,55,Stayed,3
9522-ZSINC,0,Not Churned,Not Churned,24,Stayed,3
9529-OFXHY,0,Not Churned,Not Churned,61,Stayed,3
2027-CWDNU,0,Not Churned,Not Churned,63,Stayed,4
8106-GWQOK,0,Not Churned,Not Churned,42,Stayed,3
1049-FYSYG,0,Not Churned,Not Churned,38,Stayed,3
8515-OCTJS,1,Competitor,Competitor made better offer,94,Churned,3
9348-ROUAI,0,Not Churned,Not Churned,53,Stayed,3
6941-PMGEP,1,Competitor,Competitor made better offer,90,Churned,3
8490-BXHEO,0,Not Churned,Not Churned,27,Stayed,5
5846-NEQVZ,0,Not Churned,Not Churned,25,Stayed,4
7771-CFQRQ,0,Not Churned,Not Churned,45,Stayed,3
4585-HETAI,1,Dissatisfaction,Service dissatisfaction,83,Churned,1
3887-PBQAO,0,Not Churned,Not Churned,78,Stayed,4
1891-FZYSA,1,Competitor,Competitor had better devices,82,Churned,1
6908-VVYHM,0,Not Churned,Not Churned,70,Stayed,5
0479-HMSWA,0,Not Churned,Not Churned,62,Stayed,5
8642-GVWRF,1,Competitor,Competitor had better devices,65,Churned,1
7872-BAAZR,0,Not Churned,Not Churned,29,Stayed,5
2883-ILGWO,0,Not Churned,Not Churned,75,Stayed,5
8969-PRHFK,0,Not Churned,Not Churned,32,Stayed,3
2522-WLNSF,0,Not Churned,Not Churned,34,Stayed,4
4236-XPXAV,1,Other,Moved,74,Churned,2
1602-IJQQE,1,Competitor,Competitor had better devices,92,Churned,1
0222-CNVPT,0,Not Churned,Not Churned,67,Stayed,3
7188-CBBBA,0,Not Churned,Not Churned,35,Stayed,5
5348-CAGXB,0,Not Churned,Not Churned,79,Stayed,4
9711-FJTBX,0,Not Churned,Not Churned,28,Stayed,4
2002-MZHWP,1,Price,Long distance charges,76,Churned,2
2519-LBNQL,0,Not Churned,Not Churned,73,Stayed,4
8637-XJIVR,1,Attitude,Attitude of support person,86,Churned,1
5150-ITWWB,0,Not Churned,Not Churned,40,Joined,4
3934-HXCFZ,1,Dissatisfaction,Service dissatisfaction,76,Churned,1
5135-GRQJV,0,Not Churned,Not Churned,47,Stayed,3
5787-KXGIY,0,Not Churned,Not Churned,42,Stayed,3
7526-IVLYU,0,Not Churned,Not Churned,55,Joined,5
9026-LHEVG,0,Not Churned,Not Churned,24,Stayed,4
5167-ZFFMM,1,Competitor,Competitor made better offer,81,Churned,3
7776-QGYJC,0,Not Churned,Not Churned,25,Stayed,5
2599-CZABP,0,Not Churned,Not Churned,51,Stayed,3
6546-OPBBH,0,Not Churned,Not Churned,26,Stayed,5
7531-GQHME,0,Not Churned,Not Churned,56,Stayed,4
1769-GRUIK,0,Not Churned,Not Churned,28,Stayed,5
2361-FJWNO,0,Not Churned,Not Churned,38,Stayed,3
9576-SYUHJ,0,Not Churned,Not Churned,37,Stayed,3
4476-OSWTN,0,Not Churned,Not Churned,25,Stayed,3
9013-AQORL,0,Not Churned,Not Churned,52,Stayed,3
5712-AHQNN,0,Not Churned,Not Churned,65,Stayed,5
1820-TQVEV,1,Attitude,Attitude of support person,76,Churned,2
0363-SVHYR,0,Not Churned,Not Churned,60,Stayed,4
5651-CPDND,0,Not Churned,Not Churned,38,Stayed,4
9053-EJUNL,0,Not Churned,Not Churned,77,Stayed,5
3404-JNXAX,0,Not Churned,Not Churned,36,Stayed,4
4795-WRNVT,0,Not Churned,Not Churned,54,Stayed,3
9831-BPFRI,1,Dissatisfaction,Poor expertise of online support,65,Churned,2
9769-TSBZE,0,Not Churned,Not Churned,72,Stayed,3
9620-QJREV,0,Not Churned,Not Churned,56,Stayed,5
8087-LGYHQ,0,Not Churned,Not Churned,42,Stayed,4
2904-GGUAZ,0,Not Churned,Not Churned,47,Stayed,4
4468-KAZHE,0,Not Churned,Not Churned,37,Stayed,5
0704-VCUMB,0,Not Churned,Not Churned,55,Stayed,3
5651-WYIPH,0,Not Churned,Not Churned,71,Stayed,3
9279-CJEOJ,0,Not Churned,Not Churned,47,Stayed,4
6029-WTIPC,1,Competitor,Competitor made better offer,87,Churned,1
9308-ANMVE,0,Not Churned,Not Churned,52,Stayed,3
3806-YAZOV,0,Not Churned,Not Churned,67,Joined,4
4023-RTIQM,0,Not Churned,Not Churned,39,Stayed,3
1285-OKIPP,1,Attitude,Attitude of support person,91,Churned,2
8559-CIZFV,1,Other,Don't know,74,Churned,2
0383-CLDDA,0,Not Churned,Not Churned,37,Stayed,3
6518-KZXCB,0,Not Churned,Not Churned,61,Stayed,4
6614-FHDBO,0,Not Churned,Not Churned,26,Stayed,3
4248-HCETZ,1,Attitude,Attitude of support person,73,Churned,3
0396-YCHWO,0,Not Churned,Not Churned,44,Stayed,3
5656-MJEFC,0,Not Churned,Not Churned,25,Stayed,4
6598-KELSS,0,Not Churned,Not Churned,41,Stayed,3
2061-VVFST,0,Not Churned,Not Churned,72,Stayed,4
4132-KALRO,0,Not Churned,Not Churned,21,Stayed,4
2273-QCKXA,0,Not Churned,Not Churned,30,Joined,3
6557-BZXLQ,0,Not Churned,Not Churned,63,Stayed,3
9764-REAFF,0,Not Churned,Not Churned,20,Stayed,4
3038-PQIUY,0,Not Churned,Not Churned,78,Stayed,4
8963-JLGJT,0,Not Churned,Not Churned,36,Joined,4
8345-MVDYC,0,Not Churned,Not Churned,41,Stayed,3
7495-OOKFY,1,Competitor,Competitor made better offer,69,Churned,3
9135-MGVPY,0,Not Churned,Not Churned,70,Stayed,3
7096-ZNBZI,0,Not Churned,Not Churned,55,Stayed,4
8838-GPHZP,0,Not Churned,Not Churned,23,Stayed,5
3707-LRWZD,1,Other,Moved,68,Churned,2
2511-MORQY,0,Not Churned,Not Churned,41,Stayed,4
5293-WXJAK,1,Competitor,Competitor offered more data,82,Churned,3
7883-ROJOC,0,Not Churned,Not Churned,76,Stayed,5
0835-JKADZ,0,Not Churned,Not Churned,54,Stayed,4
4537-DKTAL,0,Not Churned,Not Churned,70,Joined,5
3354-OADJP,0,Not Churned,Not Churned,69,Stayed,3
6418-HNFED,0,Not Churned,Not Churned,62,Stayed,3
4702-HDRKD,0,Not Churned,Not Churned,33,Stayed,3
8908-SLFCJ,0,Not Churned,Not Churned,35,Stayed,3
1349-WXNGG,1,Attitude,Attitude of support person,66,Churned,2
2662-NNTDK,0,Not Churned,Not Churned,76,Stayed,4
3282-ZISZV,0,Not Churned,Not Churned,71,Stayed,5
1241-EZFMJ,0,Not Churned,Not Churned,41,Stayed,4
8510-BBWMU,0,Not Churned,Not Churned,39,Stayed,3
9742-XOKTS,0,Not Churned,Not Churned,69,Stayed,3
6608-QQLVK,1,Competitor,Competitor made better offer,83,Churned,3
7074-STDCN,0,Not Churned,Not Churned,58,Stayed,5
9342-VNIMQ,0,Not Churned,Not Churned,58,Stayed,3
2908-WGAXL,0,Not Churned,Not Churned,76,Stayed,5
4690-PKDQG,0,Not Churned,Not Churned,26,Stayed,3
2791-SFVEW,0,Not Churned,Not Churned,27,Stayed,4
6614-YOLAC,0,Not Churned,Not Churned,48,Stayed,4
4329-YPDDQ,0,Not Churned,Not Churned,67,Stayed,3
7876-AEHIG,0,Not Churned,Not Churned,37,Stayed,3
4671-VJLCL,0,Not Churned,Not Churned,70,Stayed,3
9136-ALYBR,1,Price,Extra data charges,65,Churned,3
4077-HWUYD,0,Not Churned,Not Churned,43,Stayed,4
9371-BITHB,0,Not Churned,Not Churned,43,Stayed,4
6867-ACCZI,0,Not Churned,Not Churned,47,Stayed,3
6365-MTGZX,1,Competitor,Competitor had better devices,71,Churned,1
4785-FCIFB,0,Not Churned,Not Churned,23,Stayed,5
7969-FFOWG,0,Not Churned,Not Churned,34,Stayed,4
9701-CDXHR,0,Not Churned,Not Churned,55,Stayed,4
9122-UMROB,0,Not Churned,Not Churned,80,Joined,4
2233-FAGXV,0,Not Churned,Not Churned,20,Stayed,5
2165-VOEGB,1,Other,Don't know,91,Churned,2
1656-DRSMG,0,Not Churned,Not Churned,66,Stayed,5
1230-QAJDW,0,Not Churned,Not Churned,43,Joined,5
8042-JVNFH,1,Attitude,Attitude of support person,92,Churned,3
9391-TTOYH,0,Not Churned,Not Churned,42,Stayed,4
2453-SAFNS,0,Not Churned,Not Churned,47,Stayed,5
5519-NPHVG,1,Price,Price too high,73,Churned,3
2907-ILJBN,0,Not Churned,Not Churned,29,Stayed,3
4735-BJKOU,0,Not Churned,Not Churned,64,Stayed,5
0743-HRVFF,0,Not Churned,Not Churned,48,Stayed,5
4657-FWVFY,0,Not Churned,Not Churned,52,Stayed,5
1919-RTPQD,0,Not Churned,Not Churned,67,Stayed,5
3943-KDREE,1,Other,Don't know,76,Churned,2
2978-XXSOG,0,Not Churned,Not Churned,47,Stayed,4
4480-MBMLB,0,Not Churned,Not Churned,68,Stayed,3
4763-PGDPO,1,Competitor,Competitor had better devices,88,Churned,1
4138-NAXED,0,Not Churned,Not Churned,34,Stayed,3
1355-KUSBG,0,Not Churned,Not Churned,51,Stayed,4
1763-KUAAW,0,Not Churned,Not Churned,30,Stayed,4
1977-STDKI,1,Competitor,Competitor offered more data,76,Churned,1
3683-QKIUE,1,Competitor,Competitor offered higher download speeds,88,Churned,2
4039-PIMHX,0,Not Churned,Not Churned,37,Stayed,3
6994-KERXL,0,Not Churned,Not Churned,25,Stayed,3
7384-GHBPI,1,Attitude,Attitude of support person,83,Churned,2
0481-SUMCB,0,Not Churned,Not Churned,69,Stayed,4
7952-OBOYL,0,Not Churned,Not Churned,53,Joined,5
1163-VIPRI,0,Not Churned,Not Churned,51,Stayed,4
7407-SUJIZ,0,Not Churned,Not Churned,50,Stayed,3
6693-DJWTY,0,Not Churned,Not Churned,80,Stayed,3
5924-SNGKP,0,Not Churned,Not Churned,25,Stayed,4
5016-IBERQ,0,Not Churned,Not Churned,33,Stayed,4
0666-UXTJO,0,Not Churned,Not Churned,27,Stayed,5
2446-ZKVAF,0,Not Churned,Not Churned,59,Stayed,5
5899-MQZZL,1,Competitor,Competitor offered higher download speeds,68,Churned,2
1796-JANOW,0,Not Churned,Not Churned,40,Joined,4
0082-LDZUE,0,Not Churned,Not Churned,57,Joined,5
0734-OXWBT,0,Not Churned,Not Churned,56,Joined,3
5301-GAUUY,1,Competitor,Competitor had better devices,92,Churned,1
3097-PYWXL,0,Not Churned,Not Churned,26,Stayed,4
5846-QFDFI,0,Not Churned,Not Churned,78,Stayed,3
4548-SDBKE,1,Attitude,Attitude of service provider,87,Churned,3
8544-GOQSH,0,Not Churned,Not Churned,53,Stayed,5
4661-NJEUX,0,Not Churned,Not Churned,52,Joined,3
9360-OMDZZ,0,Not Churned,Not Churned,69,Stayed,3
3719-TDVQB,0,Not Churned,Not Churned,28,Stayed,4
5171-EPLKN,0,Not Churned,Not Churned,58,Stayed,4
0661-KQHNK,0,Not Churned,Not Churned,46,Stayed,5
1254-IZEYF,1,Competitor,Competitor made better offer,96,Churned,3
6848-YLDFR,0,Not Churned,Not Churned,46,Stayed,4
0322-CHQRU,1,Competitor,Competitor had better devices,81,Churned,1
6579-JPICP,0,Not Churned,Not Churned,46,Joined,5
4468-YDOVK,0,Not Churned,Not Churned,68,Stayed,5
7625-XCQRH,1,Dissatisfaction,Network reliability,76,Churned,3
9470-YFUYI,0,Not Churned,Not Churned,55,Stayed,3
4808-YNLEU,0,Not Churned,Not Churned,39,Stayed,4
3694-DELSO,0,Not Churned,Not Churned,40,Stayed,4
1024-VRZHF,1,Competitor,Competitor made better offer,70,Churned,1
4232-JGKIY,0,Not Churned,Not Churned,27,Joined,4
6877-TJMBR,1,Dissatisfaction,Network reliability,80,Churned,3
1183-CANVH,0,Not Churned,Not Churned,54,Stayed,4
1784-EZDKJ,0,Not Churned,Not Churned,33,Stayed,3
8309-PPCED,0,Not Churned,Not Churned,55,Stayed,4
1051-EQPZR,0,Not Churned,Not Churned,36,Stayed,5
0810-DHDBD,0,Not Churned,Not Churned,39,Stayed,3
3655-SNQYZ,0,Not Churned,Not Churned,43,Stayed,4
4332-MUOEZ,0,Not Churned,Not Churned,32,Stayed,3
5389-FFVKB,1,Dissatisfaction,Service dissatisfaction,94,Churned,1
7133-VBDCG,1,Competitor,Competitor made better offer,91,Churned,2
7841-TZDMQ,1,Other,Don't know,76,Churned,3
5960-WPXQM,1,Competitor,Competitor made better offer,80,Churned,1
1227-UDMZR,0,Not Churned,Not Churned,33,Stayed,4
3970-XGJDU,0,Not Churned,Not Churned,64,Stayed,4
4231-LZUYM,0,Not Churned,Not Churned,22,Stayed,5
5886-VLQVU,0,Not Churned,Not Churned,78,Stayed,3
3733-LSYCE,0,Not Churned,Not Churned,67,Stayed,5
7767-UXAGJ,1,Competitor,Competitor made better offer,68,Churned,3
6917-IAYHD,0,Not Churned,Not Churned,27,Joined,5
3280-MRDOF,0,Not Churned,Not Churned,75,Stayed,3
6457-USBER,1,Competitor,Competitor made better offer,90,Churned,3
9357-UJRUN,0,Not Churned,Not Churned,45,Stayed,3
9572-MTILT,1,Competitor,Competitor made better offer,81,Churned,1
7450-NWRTR,1,Competitor,Competitor made better offer,91,Churned,3
4283-IVYCI,0,Not Churned,Not Churned,66,Stayed,3
2867-UIMSS,1,Dissatisfaction,Product dissatisfaction,85,Churned,1
7803-XOCCZ,0,Not Churned,Not Churned,48,Stayed,3
7615-ESMYF,1,Competitor,Competitor made better offer,70,Churned,3
6614-VBEGU,0,Not Churned,Not Churned,35,Stayed,5
4718-WXBGI,0,Not Churned,Not Churned,30,Stayed,4
3108-PCCGG,0,Not Churned,Not Churned,25,Stayed,3
9057-SIHCH,1,Price,Price too high,72,Churned,1
3752-CQSJI,0,Not Churned,Not Churned,25,Stayed,3
0354-VXMJC,0,Not Churned,Not Churned,35,Stayed,5
9800-ONTFE,0,Not Churned,Not Churned,37,Stayed,5
3665-JATSN,0,Not Churned,Not Churned,65,Stayed,5
2067-QYTCF,0,Not Churned,Not Churned,55,Stayed,4
8563-IIOXK,1,Competitor,Competitor offered higher download speeds,75,Churned,1
3212-KXOCR,0,Not Churned,Not Churned,66,Stayed,4
0637-YLETY,1,Attitude,Attitude of service provider,96,Churned,1
3957-LXOLK,1,Competitor,Competitor offered more data,83,Churned,1
1116-DXXDF,0,Not Churned,Not Churned,45,Stayed,4
5795-BKOYE,0,Not Churned,Not Churned,71,Stayed,4
1536-HBSWP,0,Not Churned,Not Churned,56,Joined,3
5360-LJCNJ,0,Not Churned,Not Churned,32,Stayed,5
9541-ZPSEA,0,Not Churned,Not Churned,33,Stayed,3
7209-JCUDS,1,Competitor,Competitor had better devices,83,Churned,1
2150-WLKUW,0,Not Churned,Not Churned,41,Stayed,3
2753-JMMCV,0,Not Churned,Not Churned,39,Stayed,3
7674-YTAFD,0,Not Churned,Not Churned,52,Stayed,3
9824-BEMCV,1,Competitor,Competitor offered higher download speeds,77,Churned,2
2364-UFROM,0,Not Churned,Not Churned,68,Stayed,3
5345-BMKWB,0,Not Churned,Not Churned,24,Stayed,4
3192-NQECA,1,Competitor,Competitor had better devices,86,Churned,2
2081-KJSQF,0,Not Churned,Not Churned,21,Joined,5
2439-LYPMQ,0,Not Churned,Not Churned,40,Stayed,4
6250-CGGUN,0,Not Churned,Not Churned,31,Stayed,3
9084-OAYKL,0,Not Churned,Not Churned,80,Stayed,4
6124-ACRHJ,0,Not Churned,Not Churned,32,Joined,5
5915-ANOEI,0,Not Churned,Not Churned,49,Stayed,4
3726-TBHQT,0,Not Churned,Not Churned,23,Stayed,4
6942-LBFDP,0,Not Churned,Not Churned,25,Joined,3
8812-ZRHFP,0,Not Churned,Not Churned,24,Stayed,3
3138-BKYAV,1,Attitude,Attitude of service provider,75,Churned,3
6762-NSODU,0,Not Churned,Not Churned,77,Stayed,4
4211-MMAZN,1,Attitude,Attitude of support person,89,Churned,1
0308-IVGOK,0,Not Churned,Not Churned,62,Stayed,5
1304-BCCFO,0,Not Churned,Not Churned,69,Stayed,3
0788-DXBFY,0,Not Churned,Not Churned,72,Stayed,3
7248-VZQLC,1,Price,Price too high,72,Churned,1
7623-TRNQN,1,Price,Extra data charges,72,Churned,2
