Customer ID,City,State,Country,Zip Code,Latitude,Longitude,Lat Long,Population
6088-BXMRG,Cabazon,California,United States,92230,33.929812,-116.76058,"33.929812, -116.76058",2355
5117-ZSMHQ,Pioneer,California,United States,95666,38.546999,-120.271114,"38.546999, -120.271114",5501
2209-XADXF,Willow Creek,California,United States,95573,40.949012,-123.655847,"40.949012, -123.655847",1666
8058-DMYRU,Glendale,California,United States,91208,34.195386,-118.238508,"34.195386, -118.238508",16910
0480-KYJVA,Sacramento,California,United States,95835,38.685069,-121.543709,"38.685069, -121.543709",854
1074-AMIOH,San Francisco,California,United States,94127,37.736535,-122.45732,"37.736535, -122.45732",20643
0186-CAERR,Auburn,California,United States,95603,38.912881,-121.082766,"38.912881, -121.082766",24944
6000-UKLWI,Sacramento,California,United States,95842,38.687367,-121.34848,"38.687367, -121.34848",31373
7446-YPODE,Bridgeport,California,United States,93517,38.184583,-119.286558,"38.184583, -119.286558",826
9509-MPYOD,Newcastle,California,United States,95658,38.883224,-121.15918,"38.883224, -121.15918",6096
8065-QBYTO,Pomona,California,United States,91768,34.067932,-117.785168,"34.067932, -117.785168",36057
8996-ZROXE,Miranda,California,United States,95553,40.210895,-123.86,"40.210895, -123.86",867
9752-ZNQUT,Visalia,California,United States,93291,36.391777,-119.372842,"36.391777, -119.372842",36718
7044-YAACC,Napa,California,United States,94559,38.232389,-122.324944,"38.232389, -122.324944",26894
8185-UPYBR,Hermosa Beach,California,United States,90254,33.86532,-118.396336,"33.86532, -118.396336",18693
5446-DKWYW,San Francisco,California,United States,94103,37.773147,-122.411287,"37.773147, -122.411287",23036
3627-FHKBK,Anaheim,California,United States,92806,33.83796,-117.870494,"33.83796, -117.870494",34398
4826-XTSOH,Moss Landing,California,United States,95039,36.863303,-121.781632,"36.863303, -121.781632",899
1094-BKOSX,Coleville,California,United States,96107,38.42528,-119.475741,"38.42528, -119.475741",1332
1373-ORVIZ,Modesto,California,United States,95351,37.621458,-121.012295,"37.621458, -121.012295",47536
0843-WTBXE,San Diego,California,United States,92126,32.886925,-117.152162,"32.886925, -117.152162",74232
9306-CPCBC,Moreno Valley,California,United States,92555,33.907361,-117.109972,"33.907361, -117.109972",12743
4821-SJHJV,Calipatria,California,United States,92233,33.143826,-115.497485,"33.143826, -115.497485",7857
7940-UQQUG,Thousand Oaks,California,United States,91360,34.214054,-118.88109,"34.214054, -118.88109",42526
9639-BUJXT,Santee,California,United States,92071,32.847336,-116.997605,"32.847336, -116.997605",53510
4686-UXDML,Cutler,California,United States,93615,36.497895,-119.285484,"36.497895, -119.285484",5519
3308-MHOOC,Scotia,California,United States,95565,40.440636,-124.098739,"40.440636, -124.098739",1125
3740-RLMVT,Saint Helena,California,United States,94574,38.581354,-122.296283,"38.581354, -122.296283",9423
6386-SZZKH,San Diego,California,United States,92126,32.886925,-117.152162,"32.886925, -117.152162",74232
1265-XTECC,Madera,California,United States,93638,37.004068,-119.930027,"37.004068, -119.930027",49247
4789-KWMXN,Tuolumne,California,United States,95379,37.939768,-120.188002,"37.939768, -120.188002",3979
8311-UEUAB,Rialto,California,United States,92376,34.109775,-117.378904,"34.109775, -117.378904",75882
4342-HENTK,Garberville,California,United States,95542,40.057784,-123.679461,"40.057784, -123.679461",2423
7688-AWMDX,San Diego,California,United States,92131,32.89325,-117.087091,"32.89325, -117.087091",29283
1820-DJFPH,Orick,California,United States,95555,41.336354,-124.044354,"41.336354, -124.044354",494
9220-ZNKJI,Cobb,California,United States,95426,38.838088,-122.73203,"38.838088, -122.73203",1591
2541-YGPKE,Lemon Cove,California,United States,93244,36.462671,-118.997291,"36.462671, -118.997291",293
2675-OTVVJ,Novato,California,United States,94945,38.135897,-122.563683,"38.135897, -122.563683",16429
7504-UWHNB,Vallejo,California,United States,94591,38.105733,-122.186338,"38.105733, -122.186338",51665
0962-CQPWQ,Alameda,California,United States,94502,37.724817,-122.224363,"37.724817, -122.224363",13996
0667-NSRGI,Lodi,California,United States,95240,38.123544,-121.159078,"38.123544, -121.159078",45755
0030-FNXPP,Keeler,California,United States,93530,36.560498,-117.962461,"36.560498, -117.962461",71
9467-ROOLM,Gridley,California,United States,95948,39.346898,-121.759537,"39.346898, -121.759537",9763
2985-JUUBZ,Dulzura,California,United States,91917,32.622999,-116.687855,"32.622999, -116.687855",727
0756-MPZRL,Pauma Valley,California,United States,92061,33.313828,-116.940501,"33.313828, -116.940501",2615
1400-MMYXY,Alhambra,California,United States,91801,34.090925,-118.128164,"34.090925, -118.128164",54382
3003-CMDUU,Santa Paula,California,United States,93060,34.402343,-119.094824,"34.402343, -119.094824",32511
1971-DTCZB,Yreka,California,United States,96097,41.764869,-122.671316,"41.764869, -122.671316",9538
7587-AOVVU,Arcata,California,United States,95521,40.839958,-124.003757,"40.839958, -124.003757",19596
7696-AMHOD,Fallbrook,California,United States,92028,33.362575,-117.299644,"33.362575, -117.299644",42239
1304-NECVQ,Somis,California,United States,93066,34.297628,-119.014627,"34.297628, -119.014627",2966
9546-CQJSU,Soda Springs,California,United States,95728,39.279068,-120.414275,"39.279068, -120.414275",88
4973-RLZVI,Hornbrook,California,United States,96044,41.962127,-122.527696,"41.962127, -122.527696",1026
6574-MCOEH,Escondido,California,United States,92026,33.21846,-117.116916,"33.21846, -117.116916",43436
6357-JJPQT,San Gabriel,California,United States,91776,34.089927,-118.095645,"34.089927, -118.095645",38041
8849-GYOKR,Mineral,California,United States,96063,40.408796,-121.579609,"40.408796, -121.579609",124
4360-PNRQB,Yucca Valley,California,United States,92284,34.159534,-116.425984,"34.159534, -116.425984",20486
0196-VULGZ,Irvine,California,United States,92620,33.716136,-117.752574,"33.716136, -117.752574",26419
7503-QQRVF,San Jose,California,United States,95127,37.375156,-121.795867,"37.375156, -121.795867",60620
1704-NRWYE,Point Reyes Station,California,United States,94956,38.060264,-122.830646,"38.060264, -122.830646",1885
7605-BDWDC,Mira Loma,California,United States,91752,33.999992,-117.535395,"33.999992, -117.535395",18980
7078-NVFAM,Pomona,California,United States,91767,34.083086,-117.737997,"34.083086, -117.737997",46626
0307-BCOPK,San Francisco,California,United States,94134,37.721052,-122.413573,"37.721052, -122.413573",40137
1722-LDZJS,Sanger,California,United States,93657,36.819628,-119.440414,"36.819628, -119.440414",28991
0390-DCFDQ,Los Alamitos,California,United States,90720,33.79499,-118.065591,"33.79499, -118.065591",21343
8627-EHGIP,Sacramento,California,United States,95838,38.646096,-121.442433,"38.646096, -121.442433",34894
5399-ZIMKF,San Simeon,California,United States,93452,35.746484,-121.223355,"35.746484, -121.223355",471
5802-ADBRC,San Juan Capistrano,California,United States,92675,33.521447,-117.602555,"33.521447, -117.602555",34321
0254-KCJGT,Bodega Bay,California,United States,94923,38.377165,-123.037957,"38.377165, -123.037957",1785
4855-SNKMY,Los Angeles,California,United States,90024,34.066303,-118.435479,"34.066303, -118.435479",44150
6985-HAYWX,Hughson,California,United States,95326,37.5923,-120.853288,"37.5923, -120.853288",6822
8220-OCUFY,Perris,California,United States,92571,33.828289,-117.201666,"33.828289, -117.201666",26357
3941-XTSKM,Burnt Ranch,California,United States,95527,40.854512,-123.450097,"40.854512, -123.450097",485
3813-DHBBB,Cedarville,California,United States,96104,41.505916,-120.152505,"41.505916, -120.152505",857
2087-QAREY,Sequoia National Park,California,United States,93262,36.527243,-118.594938,"36.527243, -118.594938",56
4250-WAROZ,Fresno,California,United States,93701,36.749403,-119.787574,"36.749403, -119.787574",13858
8741-LQOBK,Elmira,California,United States,95625,38.349195,-121.902943,"38.349195, -121.902943",171
3572-UOLYZ,San Jose,California,United States,95118,37.255479,-121.889838,"37.255479, -121.889838",31926
7399-QHBJS,Escondido,California,United States,92027,33.141265,-116.967221,"33.141265, -116.967221",48690
7252-NTGSS,Redondo Beach,California,United States,90277,33.830453,-118.384565,"33.830453, -118.384565",34191
5474-LAMUQ,Los Angeles,California,United States,90029,34.089953,-118.294824,"34.089953, -118.294824",41713
7989-AWGEH,San Luis Obispo,California,United States,93405,35.236549,-120.727344,"35.236549, -120.727344",31982
5035-PGZXH,Chico,California,United States,95926,39.745712,-121.84333,"39.745712, -121.84333",35808
7610-TVOPG,West Point,California,United States,95255,38.41935,-120.469545,"38.41935, -120.469545",2198
8495-PRWFH,Waterford,California,United States,95386,37.669516,-120.626964,"37.669516, -120.626964",8308
7777-UNYHB,Traver,California,United States,93673,36.456091,-119.486225,"36.456091, -119.486225",646
3413-CSSTH,Stevinson,California,United States,95374,37.316807,-120.855753,"37.316807, -120.855753",1960
5514-YQENT,Rocklin,California,United States,95765,38.823278,-121.281856,"38.823278, -121.281856",15494
7064-JHXCE,San Luis Obispo,California,United States,93401,35.233745,-120.626442,"35.233745, -120.626442",27047
6586-MYGKD,Newport Beach,California,United States,92662,33.606336,-117.893042,"33.606336, -117.893042",3124
0899-LIIBW,Forks Of Salmon,California,United States,96031,41.232128,-123.194748,"41.232128, -123.194748",170
3217-FZDMN,Los Angeles,California,United States,90001,33.973616,-118.24902,"33.973616, -118.24902",54492
0436-TWFFZ,Long Beach,California,United States,90805,33.864622,-118.179626,"33.864622, -118.179626",91664
7176-WIONM,Bishop,California,United States,93514,37.04584,-118.397236,"37.04584, -118.397236",13309
0537-QYZZN,Petaluma,California,United States,94952,38.237018,-122.77872,"38.237018, -122.77872",31930
1686-STUHN,Creston,California,United States,93432,35.480896,-120.469476,"35.480896, -120.469476",1203
9127-FHJBZ,Vallecito,California,United States,95251,38.055562,-120.456298,"38.055562, -120.456298",460
7302-ZHMHP,Coronado,California,United States,92118,32.68674,-117.186612,"32.68674, -117.186612",24093
1195-OIYEJ,La Puente,California,United States,91746,34.038983,-117.991372,"34.038983, -117.991372",30802
2335-GSODA,Camino,California,United States,95709,38.748316,-120.675512,"38.748316, -120.675512",4829
6465-GSRCL,Plymouth,California,United States,95669,38.489273,-120.891614,"38.489273, -120.891614",2220
5569-KGJHX,Canoga Park,California,United States,91303,34.19829,-118.602203,"34.19829, -118.602203",23519
5619-PTMIK,Lemon Grove,California,United States,91945,32.733564,-117.033713,"32.733564, -117.033713",24961
4674-HGNUA,Petrolia,California,United States,95558,40.274302,-124.210902,"40.274302, -124.210902",300
4723-BEGSG,Corona,California,United States,92881,33.833686,-117.513063,"33.833686, -117.513063",21911
9489-UTFKA,Travis Afb,California,United States,94535,38.265899,-121.939461,"38.265899, -121.939461",9978
0019-GFNTW,Los Olivos,California,United States,93441,34.70434,-120.02609,"34.70434, -120.02609",1317
6248-TKCQV,Upper Lake,California,United States,95485,39.220368,-122.907693,"39.220368, -122.907693",2344
3154-HMWUU,Winters,California,United States,95694,38.578604,-122.024579,"38.578604, -122.024579",8406
7568-PODML,Watsonville,California,United States,95076,36.931654,-121.752383,"36.931654, -121.752383",81141
4750-ZRXIU,Palo Alto,California,United States,94304,37.386978,-122.177746,"37.386978, -122.177746",1723
5322-ZSMZY,Lower Lake,California,United States,95457,38.925545,-122.549083,"38.925545, -122.549083",2644
1518-OMDIK,Rohnert Park,California,United States,94928,38.34719,-122.697822,"38.34719, -122.697822",42544
9798-OPFEM,Adin,California,United States,96006,41.171578,-120.913161,"41.171578, -120.913161",615
9361-YNQWJ,Oakland,California,United States,94609,37.834341,-122.26437,"37.834341, -122.26437",21097
5469-NUJUR,Zenia,California,United States,95595,40.170357,-123.417298,"40.170357, -123.417298",259
3729-OWRVL,Pixley,California,United States,93256,35.957019,-119.330928,"35.957019, -119.330928",4198
9909-IDLEK,Malibu,California,United States,90265,34.074572,-118.831181,"34.074572, -118.831181",19630
8967-SZQAS,Hornitos,California,United States,95325,37.479926,-120.230424,"37.479926, -120.230424",128
2027-FECZV,Bodfish,California,United States,93205,35.523991,-118.400432,"35.523991, -118.400432",1954
0298-XACET,Berry Creek,California,United States,95916,39.657228,-121.37778,"39.657228, -121.37778",1279
6122-LJADA,Lower Lake,California,United States,95457,38.925545,-122.549083,"38.925545, -122.549083",2644
9640-ZSLDC,Lagunitas,California,United States,94938,38.021772,-122.691744,"38.021772, -122.691744",821
4955-VCWBI,Markleeville,California,United States,96120,38.735789,-119.85798,"38.735789, -119.85798",957
3798-EPWRR,Beverly Hills,California,United States,90212,34.062095,-118.401508,"34.062095, -118.401508",11355
2474-BRUCM,Redding,California,United States,96002,40.527834,-122.318749,"40.527834, -122.318749",30338
2243-FNMMI,Torrance,California,United States,90501,33.833699,-118.314387,"33.833699, -118.314387",40705
8286-AFUYI,Glendale,California,United States,91203,34.153338,-118.262974,"34.153338, -118.262974",14493
5376-PCKNB,Montclair,California,United States,91763,34.072121,-117.698319,"34.072121, -117.698319",34447
8410-BGQXN,Angels Camp,California,United States,95222,38.071327,-120.632221,"38.071327, -120.632221",4264
5144-PQCDZ,Fairfield,California,United States,94533,38.287136,-122.02711,"38.287136, -122.02711",77683
8659-HDIYE,Los Angeles,California,United States,90067,34.057496,-118.413959,"34.057496, -118.413959",2527
0716-BQNDX,Madera,California,United States,93637,36.902954,-120.194274,"36.902954, -120.194274",28434
3796-ENZGF,The Sea Ranch,California,United States,95497,38.696659,-123.436861,"38.696659, -123.436861",752
8752-GHJFU,Applegate,California,United States,95703,38.983388,-120.988814,"38.983388, -120.988814",1526
6427-FEFIG,South San Francisco,California,United States,94080,37.654436,-122.426468,"37.654436, -122.426468",60599
5730-RIITO,Willows,California,United States,95988,39.493991,-122.286363,"39.493991, -122.286363",8812
2796-UUZZO,Redding,California,United States,96002,40.527834,-122.318749,"40.527834, -122.318749",30338
8039-EQPIM,Spring Valley,California,United States,91977,32.726627,-116.994608,"32.726627, -116.994608",56100
0707-HOVVN,Mi Wuk Village,California,United States,95346,38.121601,-120.133915,"38.121601, -120.133915",1278
6549-YMFAW,Los Olivos,California,United States,93441,34.70434,-120.02609,"34.70434, -120.02609",1317
1226-UDFZR,Lafayette,California,United States,94549,37.907777,-122.127161,"37.907777, -122.127161",23996
6347-DCUIK,Los Angeles,California,United States,90043,33.988543,-118.334081,"33.988543, -118.334081",44764
1356-MKYSK,Castro Valley,California,United States,94546,37.708327,-122.083473,"37.708327, -122.083473",41698
0032-PGELS,Palomar Mountain,California,United States,92060,33.309852,-116.823091,"33.309852, -116.823091",234
3486-HOOGQ,San Jose,California,United States,95128,37.316146,-121.936285,"37.316146, -121.936285",32804
3870-MQAMG,Camp Nelson,California,United States,93208,36.057458,-118.591951,"36.057458, -118.591951",191
2256-YLYLP,Cypress,California,United States,90630,33.818477,-118.038307,"33.818477, -118.038307",47344
8070-AAWZP,Sheridan,California,United States,95681,38.984756,-121.345074,"38.984756, -121.345074",1219
9610-WCESF,Sacramento,California,United States,95828,38.486938,-121.395805,"38.486938, -121.395805",54880
8268-YDIXR,Merced,California,United States,95348,37.40122,-120.514191,"37.40122, -120.514191",23100
6473-ULUHT,San Diego,California,United States,92126,32.886925,-117.152162,"32.886925, -117.152162",74232
9489-JMTTN,Hickman,California,United States,95323,37.605926,-120.69955,"37.605926, -120.69955",1055
5433-KYGHE,Avila Beach,California,United States,93424,35.186644,-120.728305,"35.186644, -120.728305",812
0668-OGMHD,Santa Rosa,California,United States,95405,38.439696,-122.668817,"38.439696, -122.668817",22250
1122-YJBCS,Los Angeles,California,United States,90032,34.078821,-118.177576,"34.078821, -118.177576",46960
0701-TJSEF,Santa Barbara,California,United States,93105,34.037342,-119.80079,"34.037342, -119.80079",25771
1867-TJHTS,Sacramento,California,United States,95817,38.550722,-121.457314,"38.550722, -121.457314",14966
8740-CRYFY,Sacramento,California,United States,95823,38.475465,-121.443625,"38.475465, -121.443625",72199
0177-PXBAT,Desert Center,California,United States,92239,33.889605,-115.257009,"33.889605, -115.257009",964
8672-OAUPW,Corona,California,United States,92883,33.762351,-117.488725,"33.762351, -117.488725",13188
9978-HYCIN,Bakersfield,California,United States,93301,35.383937,-119.020428,"35.383937, -119.020428",12963
8166-ZZTFS,Roseville,California,United States,95661,38.736685,-121.251984,"38.736685, -121.251984",25173
1228-FZFRV,Los Angeles,California,United States,90007,34.027337,-118.28515,"34.027337, -118.28515",45025
0056-EPFBG,Redding,California,United States,96003,40.677649,-122.29467,"40.677649, -122.29467",41476
9402-CXWPL,Birds Landing,California,United States,94512,38.140719,-121.838298,"38.140719, -121.838298",138
7607-QKKTJ,Loma Linda,California,United States,92354,34.049315,-117.255974,"34.049315, -117.255974",18068
8329-IBCTI,Cotati,California,United States,94931,38.326215,-122.718742,"38.326215, -122.718742",7936
8272-ONJLV,San Diego,California,United States,92123,32.808814,-117.134694,"32.808814, -117.134694",25232
0619-OLYUR,Garden Grove,California,United States,92840,33.787165,-117.931889,"33.787165, -117.931889",50641
7562-GSUHK,Jamestown,California,United States,95327,37.84771,-120.486589,"37.84771, -120.486589",9559
7977-HXJKU,Scotia,California,United States,95565,40.440636,-124.098739,"40.440636, -124.098739",1125
4840-ORQXB,Sierra Madre,California,United States,91024,34.168686,-118.057505,"34.168686, -118.057505",10558
9170-CCKOU,Fremont,California,United States,94539,37.516791,-121.899117,"37.516791, -121.899117",46917
3546-GHEAE,Blythe,California,United States,92225,33.674583,-114.71612,"33.674583, -114.71612",24659
0530-IJVDB,Jamul,California,United States,91935,32.695681,-116.798386,"32.695681, -116.798386",8759
7110-BDTWG,San Jose,California,United States,95148,37.339533,-121.777179,"37.339533, -121.777179",44103
4143-OOBWZ,Fresno,California,United States,93726,36.793601,-119.761131,"36.793601, -119.761131",39148
7321-VGNKU,Paskenta,California,United States,96074,39.884395,-122.587513,"39.884395, -122.587513",263
9578-FOMUK,Santa Clara,California,United States,95054,37.393554,-121.965114,"37.393554, -121.965114",13031
9178-JHUVJ,Newbury Park,California,United States,91320,34.172071,-118.946262,"34.172071, -118.946262",37779
4628-CTTLA,Sanger,California,United States,93657,36.819628,-119.440414,"36.819628, -119.440414",28991
7845-URHJN,Hacienda Heights,California,United States,91745,33.998471,-117.973758,"33.998471, -117.973758",53686
2890-WFBHU,Salyer,California,United States,95563,40.89866,-123.539754,"40.89866, -123.539754",660
7569-NMZYQ,Middletown,California,United States,95461,38.787446,-122.58675,"38.787446, -122.58675",7789
2788-CJQAQ,Winton,California,United States,95388,37.421299,-120.599587,"37.421299, -120.599587",11463
3658-QQJYD,Santa Monica,California,United States,90401,34.015481,-118.493231,"34.015481, -118.493231",5221
8734-FNWVH,West Covina,California,United States,91792,34.024405,-117.898722,"34.024405, -117.898722",31622
2560-PPCHE,Huntington Beach,California,United States,92649,33.721917,-118.043237,"33.721917, -118.043237",32304
8592-PLTMQ,Fontana,California,United States,92335,34.087558,-117.464096,"34.087558, -117.464096",82630
1955-IBMMB,Forest Knolls,California,United States,94933,38.010092,-122.689442,"38.010092, -122.689442",1025
1370-GGAWX,Beverly Hills,California,United States,90211,34.063947,-118.383001,"34.063947, -118.383001",8321
0277-BKSQP,Harbor City,California,United States,90710,33.798266,-118.300237,"33.798266, -118.300237",24660
8241-JUIQO,Sunnyvale,California,United States,94086,37.378541,-122.020456,"37.378541, -122.020456",64010
0027-KWYKW,Alpaugh,California,United States,93201,35.869626,-119.498771,"35.869626, -119.498771",1054
4393-RYCRE,Macdoel,California,United States,96058,41.769709,-121.92063,"41.769709, -121.92063",816
1228-ZLNBX,Farmington,California,United States,95230,37.956963,-120.863055,"37.956963, -120.863055",596
8815-LMFLX,Martinez,California,United States,94553,38.014457,-122.115432,"38.014457, -122.115432",46677
3672-YITQD,Castaic,California,United States,91384,34.506627,-118.699048,"34.506627, -118.699048",22177
3308-JSGML,Shandon,California,United States,93461,35.634488,-120.293534,"35.634488, -120.293534",1255
8205-VSLRB,Greenview,California,United States,96037,41.528541,-122.955018,"41.528541, -122.955018",295
4102-OQUPX,Sheep Ranch,California,United States,95250,38.244806,-120.417301,"38.244806, -120.417301",88
7718-UPSKJ,San Diego,California,United States,92116,32.765299,-117.122565,"32.765299, -117.122565",33083
1389-CXMLU,Downey,California,United States,90242,33.921793,-118.140588,"33.921793, -118.140588",42459
9544-PYPSJ,El Cajon,California,United States,92020,32.79697,-116.969082,"32.79697, -116.969082",55277
4860-IJUDE,Ripon,California,United States,95366,37.750778,-121.13238,"37.750778, -121.13238",12646
1791-PQHBB,El Dorado,California,United States,95623,38.63153,-120.842609,"38.63153, -120.842609",4097
9504-YAZWB,Mountain Center,California,United States,92561,33.638645,-116.55783,"33.638645, -116.55783",1500
7794-JASDG,Winchester,California,United States,92596,33.657433,-117.04254,"33.657433, -117.04254",4093
7825-ECJRF,Santa Clarita,California,United States,91350,34.502432,-118.41459,"34.502432, -118.41459",40077
1379-FRVEB,San Bernardino,California,United States,92401,34.105935,-117.2914,"34.105935, -117.2914",1779
1329-VHWNP,Grover Beach,California,United States,93433,35.120833,-120.61843,"35.120833, -120.61843",13106
0409-WTMPL,Whittier,California,United States,90602,33.972119,-118.020188,"33.972119, -118.020188",26265
9496-IVVRP,Lake Elsinore,California,United States,92532,33.705836,-117.318204,"33.705836, -117.318204",4546
7852-LECYP,Los Angeles,California,United States,90019,34.049841,-118.33846,"34.049841, -118.33846",67520
5338-YHWYT,San Diego,California,United States,92115,32.762506,-117.07245,"32.762506, -117.07245",56887
3956-MGXOG,Modesto,California,United States,95350,37.671806,-121.007575,"37.671806, -121.007575",52872
5196-WPYOW,Paso Robles,California,United States,93446,35.634222,-120.728341,"35.634222, -120.728341",35586
7853-OETYL,West Covina,California,United States,91790,34.066964,-117.937007,"34.066964, -117.937007",44099
4524-QCSSM,Encino,California,United States,91436,34.152875,-118.486056,"34.152875, -118.486056",13129
7967-HYCDE,Spring Valley,California,United States,91978,32.730264,-116.950963,"32.730264, -116.950963",7863
9795-SHUHB,The Sea Ranch,California,United States,95497,38.696659,-123.436861,"38.696659, -123.436861",752
1402-PTHGN,Elk Grove,California,United States,95624,38.434138,-121.30587,"38.434138, -121.30587",38534
5868-YWPDW,Sherman Oaks,California,United States,91423,34.146957,-118.432138,"34.146957, -118.432138",29387
6179-GJPSO,Escondido,California,United States,92027,33.141265,-116.967221,"33.141265, -116.967221",48690
6313-GIDIT,Point Arena,California,United States,95468,38.911299,-123.609588,"38.911299, -123.609588",1352
6331-LWDTQ,Rialto,California,United States,92377,34.156758,-117.404686,"34.156758, -117.404686",18518
0939-YAPAF,Santa Ana,California,United States,92701,33.748478,-117.858918,"33.748478, -117.858918",58157
3633-CDBUW,Midpines,California,United States,95345,37.581496,-119.972762,"37.581496, -119.972762",433
0787-LHDYT,Carmel Valley,California,United States,93924,36.414611,-121.6386,"36.414611, -121.6386",6691
6625-UTXEW,Fort Bragg,California,United States,95437,39.455555,-123.683979,"39.455555, -123.683979",14417
1089-XZWHH,Lee Vining,California,United States,93541,37.890145,-119.184087,"37.890145, -119.184087",504
9766-HGEDE,Paradise,California,United States,95969,39.69676,-121.644379,"39.69676, -121.644379",28318
0224-RLWWD,Calexico,California,United States,92231,32.690654,-115.431225,"32.690654, -115.431225",27804
3780-DDGSE,Shoshone,California,United States,92384,35.924252,-116.188668,"35.924252, -116.188668",87
5965-GGPRW,Hayward,California,United States,94541,37.674002,-122.076796,"37.674002, -122.076796",60274
2154-KVJFF,Stevinson,California,United States,95374,37.316807,-120.855753,"37.316807, -120.855753",1960
4210-QFJMF,Fallbrook,California,United States,92028,33.362575,-117.299644,"33.362575, -117.299644",42239
6340-DACFT,Madeline,California,United States,96119,41.042003,-120.506086,"41.042003, -120.506086",85
6061-GWWAV,Fresno,California,United States,93726,36.793601,-119.761131,"36.793601, -119.761131",39148
4634-JLRJT,Ontario,California,United States,91764,34.074087,-117.605618,"34.074087, -117.605618",49474
8792-AOROI,Glendora,California,United States,91741,34.14649,-117.849815,"34.14649, -117.849815",24973
2815-CPTUL,Gasquet,California,United States,95543,41.867908,-123.794144,"41.867908, -123.794144",532
4199-QHJNM,Bass Lake,California,United States,93604,37.458367,-119.345011,"37.458367, -119.345011",613
8024-XNAFQ,Isleton,California,United States,95641,38.154823,-121.601358,"38.154823, -121.601358",2010
1699-TLDLZ,Los Angeles,California,United States,90046,34.108455,-118.362081,"34.108455, -118.362081",49839
1723-HKXJQ,San Diego,California,United States,92120,32.807867,-117.060993,"32.807867, -117.060993",25569
0635-WKOLD,Ceres,California,United States,95307,37.553469,-120.952825,"37.553469, -120.952825",32881
3429-IFLEM,Hayward,California,United States,94544,37.639215,-122.037554,"37.639215, -122.037554",72993
7242-QZLXF,San Diego,California,United States,92121,32.898613,-117.202937,"32.898613, -117.202937",4258
8705-DWKTI,Gasquet,California,United States,95543,41.867908,-123.794144,"41.867908, -123.794144",532
8169-SAEJD,Lancaster,California,United States,93535,34.712708,-117.889656,"34.712708, -117.889656",57794
1173-XZPYF,Torrance,California,United States,90501,33.833699,-118.314387,"33.833699, -118.314387",40705
2294-DMMUS,Patterson,California,United States,95363,37.410236,-121.320337,"37.410236, -121.320337",15536
0380-NEAVX,Newport Beach,California,United States,92660,33.634626,-117.874882,"33.634626, -117.874882",28687
5384-ZTTWP,Yuba City,California,United States,95991,39.02741,-121.614982,"39.02741, -121.614982",34967
9199-PWQVC,San Francisco,California,United States,94124,37.731505,-122.384532,"37.731505, -122.384532",33177
9323-HGFWY,Porter Ranch,California,United States,91326,34.281911,-118.556218,"34.281911, -118.556218",28067
1580-BMCMR,Tehachapi,California,United States,93561,35.073777,-118.652112,"35.073777, -118.652112",25805
0603-TPMIB,San Simeon,California,United States,93452,35.746484,-121.223355,"35.746484, -121.223355",471
8821-KVZKQ,Fort Bragg,California,United States,95437,39.455555,-123.683979,"39.455555, -123.683979",14417
8992-VONJD,Long Beach,California,United States,90822,33.778436,-118.118648,"33.778436, -118.118648",425
1153-GNOLC,Santa Ana,California,United States,92707,33.714829,-117.872941,"33.714829, -117.872941",62634
7343-EOBEU,Laguna Niguel,California,United States,92677,33.529047,-117.701175,"33.529047, -117.701175",62103
5161-UBZXI,Alamo,California,United States,94507,37.855717,-121.994813,"37.855717, -121.994813",15187
6537-QLGEX,Mammoth Lakes,California,United States,93546,37.550074,-118.837167,"37.550074, -118.837167",8217
6339-YPSAH,Tehama,California,United States,96090,40.021787,-122.127576,"40.021787, -122.127576",405
5692-ICXLW,Escondido,California,United States,92027,33.141265,-116.967221,"33.141265, -116.967221",48690
9931-KGHOA,Santa Barbara,California,United States,93103,34.438581,-119.685368,"34.438581, -119.685368",20893
8878-HMWBV,Nice,California,United States,95464,39.12334,-122.838198,"39.12334, -122.838198",2223
1414-YADCW,Deer Park,California,United States,94576,38.554383,-122.474773,"38.554383, -122.474773",223
2001-EWBQU,Stockton,California,United States,95210,38.033219,-121.297433,"38.033219, -121.297433",40611
5546-BYZSM,Oak View,California,United States,93022,34.404544,-119.302118,"34.404544, -119.302118",6503
8573-CGOCC,Stockton,California,United States,95215,37.946282,-121.139499,"37.946282, -121.139499",23789
6682-QJDGB,San Diego,California,United States,92109,32.787836,-117.232376,"32.787836, -117.232362",46086
4829-ZLJTK,Penngrove,California,United States,94951,38.325599,-122.642352,"38.325599, -122.642352",3777
0983-TATYJ,Santa Ynez,California,United States,93460,34.630356,-120.032564,"34.630356, -120.032564",5710
8160-HOWOX,San Bernardino,California,United States,92407,34.250069,-117.393949,"34.250069, -117.393949",49355
5766-XQXMQ,Princeton,California,United States,95970,39.424957,-122.039307,"39.424957, -122.039307",495
2232-DMLXU,Van Nuys,California,United States,91411,34.17847,-118.459472,"34.17847, -118.459472",23646
9501-UKKNL,Diamond Bar,California,United States,91765,33.992416,-117.807874,"33.992416, -117.807874",46532
1066-JKSGK,Los Angeles,California,United States,90024,34.066303,-118.435479,"34.066303, -118.435479",44150
5219-YIPTK,Trinidad,California,United States,95570,41.162295,-124.027381,"41.162295, -124.027381",2369
9475-NNDGC,Etna,California,United States,96027,41.405193,-123.008567,"41.405193, -123.008567",2156
6664-FPDAC,San Diego,California,United States,92115,32.762506,-117.07245,"32.762506, -117.07245",56887
