Customer ID,Phone Service,Multiple Lines,Internet Service,Internet Type,Streaming TV,Streaming Movies,Streaming Music,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data
5906-DVAPM,1,1,1,DSL,1,0,0,1,1,0,1,1
1545-ACTAS,1,0,1,Fiber Optic,1,1,1,1,0,1,0,1
5071-FBJFS,1,0,1,Cable,0,0,0,1,0,0,0,1
4751-ERMAN,1,0,1,Cable,1,1,1,0,1,1,0,1
5044-XDPYX,1,1,0,No internet,0,0,0,0,0,0,0,0
6773-LQTVT,0,0,1,DSL,0,0,0,0,1,1,0,1
7558-IMLMT,1,0,0,No internet,0,0,0,0,0,0,0,0
6559-RAKOZ,1,1,1,Fiber Optic,1,1,1,0,0,0,1,1
0584-BJQGZ,1,1,1,Cable,1,0,0,1,1,1,1,1
7926-IJOOU,1,0,0,No internet,0,0,0,0,0,0,0,0
7134-HBPBS,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
2265-CYWIV,1,1,1,Fiber Optic,1,1,0,1,0,0,0,1
7017-VFHAY,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
9424-CMPOG,1,0,0,No internet,0,0,0,0,0,0,0,0
9101-BWFSS,1,1,1,Fiber Optic,1,1,1,1,1,0,1,1
9957-YODKZ,1,1,1,Fiber Optic,0,0,0,0,0,1,0,0
3528-HFRIQ,0,0,1,Cable,1,1,1,0,1,1,0,0
3669-LVWZB,0,0,1,DSL,1,1,1,0,1,0,0,1
8519-IMDHU,1,1,1,Cable,0,1,0,0,0,0,0,1
5570-PTWEH,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
0323-XWWTN,1,1,0,No internet,0,0,0,0,0,0,0,0
4911-BANWH,1,1,1,Fiber Optic,1,0,0,0,0,0,0,1
9885-CSMWE,1,0,1,Fiber Optic,1,0,0,0,0,0,0,1
8944-AILEF,1,0,0,No internet,0,0,0,0,0,0,0,0
3272-VUHPV,1,0,1,Cable,0,0,0,0,1,0,1,0
3597-YASZG,1,1,1,Fiber Optic,1,1,0,0,1,0,1,1
4343-EJVQB,1,0,1,Fiber Optic,0,0,0,1,0,0,0,1
8461-EFQYM,1,1,0,No internet,0,0,0,0,0,0,0,0
9888-ZCUMM,0,0,1,DSL,1,1,1,1,0,1,1,1
8780-IXSTS,1,1,1,Fiber Optic,1,0,0,0,1,0,0,1
5047-LHVLY,1,0,1,Cable,0,0,0,0,0,1,0,1
5365-LLFYV,1,0,1,DSL,0,0,0,0,0,0,0,1
7234-KMNRQ,1,0,0,No internet,0,0,0,0,0,0,0,0
7783-YKGDV,1,1,1,Fiber Optic,0,1,1,1,1,1,0,1
6806-YDEUL,1,0,0,No internet,0,0,0,0,0,0,0,0
8496-EJAUI,1,0,1,Fiber Optic,0,0,0,0,1,0,0,0
0442-ZXKVS,1,1,1,Fiber Optic,1,1,0,1,1,1,1,1
8387-MOJJT,1,0,1,Fiber Optic,1,0,0,0,0,0,0,1
8722-NGNBH,0,0,1,Cable,0,0,1,1,0,1,1,1
4452-ROHMO,1,0,0,No internet,0,0,0,0,0,0,0,0
1442-BQPVU,0,0,1,DSL,0,0,0,0,1,0,0,1
6156-UZDLF,1,0,1,Fiber Optic,0,0,0,1,0,1,1,0
3935-TBRZZ,1,1,0,No internet,0,0,0,0,0,0,0,0
2325-WINES,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
1084-UQCHV,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
7727-SHVZV,1,0,0,No internet,0,0,0,0,0,0,0,0
2180-DXNEG,1,0,1,Fiber Optic,1,1,1,0,0,1,0,1
3106-ULWFW,1,1,1,Fiber Optic,0,1,1,0,0,0,0,1
0345-XMMUG,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
6621-NRZAK,1,0,0,No internet,0,0,0,0,0,0,0,0
5840-NVDCG,1,0,1,Cable,0,1,1,1,1,0,1,1
7356-AYNJP,1,1,0,No internet,0,0,0,0,0,0,0,0
2272-JKMSI,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
3791-LGQCY,1,1,1,Cable,1,1,0,0,0,1,0,0
0786-VSSUD,0,0,1,DSL,1,0,0,0,1,0,0,1
9374-YOLBJ,1,0,0,No internet,0,0,0,0,0,0,0,0
5451-YHYPW,1,1,1,Fiber Optic,1,1,0,1,1,1,1,0
6075-SLNIL,1,1,1,Fiber Optic,0,1,1,0,1,1,0,1
6121-TNHBO,1,1,1,DSL,1,0,0,1,1,1,1,1
2368-GAKKQ,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
4385-ZKVNW,1,0,1,DSL,0,0,0,0,1,0,1,0
5025-GOOKI,1,0,0,No internet,0,0,0,0,0,0,0,0
3027-YNWZU,1,1,0,No internet,0,0,0,0,0,0,0,0
1552-TKMXS,1,0,0,No internet,0,0,0,0,0,0,0,0
2159-TURXX,1,0,0,No internet,0,0,0,0,0,0,0,0
4072-IPYLT,1,0,1,DSL,0,0,0,1,0,0,0,1
4909-JOUPP,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
3692-JHONH,1,1,1,Fiber Optic,1,1,0,0,1,1,0,0
4815-YOSUK,1,1,1,Fiber Optic,0,1,1,1,1,1,1,1
4701-LKOZD,1,1,1,Cable,1,1,1,1,1,1,1,0
0220-EBGCE,1,0,1,Fiber Optic,0,1,1,0,0,1,0,1
8984-EYLLL,1,1,1,Fiber Optic,1,1,1,0,1,0,1,1
6497-TILVL,1,0,1,DSL,0,0,0,1,0,0,0,1
2049-BAFNW,0,0,1,DSL,0,0,0,0,0,1,1,1
5419-CONWX,1,0,1,Fiber Optic,1,1,1,0,1,1,0,1
9552-TGUZV,1,0,1,Fiber Optic,0,0,0,1,0,0,0,1
1761-AEZZR,1,0,1,Fiber Optic,1,0,0,0,0,0,0,1
5542-TBBWB,1,0,1,Fiber Optic,0,0,0,0,0,0,0,0
5018-LXQQG,1,0,1,DSL,0,1,1,1,0,0,1,1
5590-ZSKRV,1,0,1,DSL,0,0,0,1,1,0,0,1
6899-PPEEA,1,1,1,Fiber Optic,1,1,0,0,0,0,0,1
9152-AMKAK,1,0,1,Cable,1,1,1,1,0,1,1,1
3707-GNWHM,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
3247-MHJKM,1,0,0,No internet,0,0,0,0,0,0,0,0
2371-KFUOG,1,0,1,Fiber Optic,1,1,1,1,1,0,0,1
5989-AXPUC,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
6719-FGEDO,1,1,1,Fiber Optic,0,0,0,1,1,1,1,1
3070-FNFZQ,1,0,0,No internet,0,0,0,0,0,0,0,0
4070-OKWVH,1,1,1,Fiber Optic,1,0,0,0,1,1,0,1
3334-CTHOL,1,1,1,Cable,0,0,0,0,0,0,0,1
1564-HJUVY,1,0,1,DSL,1,0,0,0,1,0,1,1
3523-QRQLL,1,0,1,DSL,1,1,1,0,1,0,0,1
8646-JCOMS,1,1,1,Fiber Optic,0,0,0,0,1,1,1,1
2790-XUYMV,1,1,1,Fiber Optic,0,0,0,1,1,0,0,1
1354-YZFNB,1,0,0,No internet,0,0,0,0,0,0,0,0
8063-GBATB,1,1,1,Fiber Optic,0,1,1,0,0,0,0,1
6339-RZCBJ,1,0,1,DSL,1,1,1,0,1,1,1,1
4981-FLTMF,1,1,1,DSL,0,0,0,1,1,0,1,1
6281-FKEWS,0,0,1,Cable,1,1,1,0,0,1,0,1
1043-UXOVO,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
6621-YOBKI,1,0,0,No internet,0,0,0,0,0,0,0,0
6328-ZPBGN,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
9715-SBVSU,1,0,1,DSL,0,1,1,1,1,0,0,0
3170-GWYKC,1,0,1,Fiber Optic,1,1,1,1,0,1,1,1
7244-KXYZN,1,0,0,No internet,0,0,0,0,0,0,0,0
7529-ZDFXI,1,1,1,Fiber Optic,0,1,0,0,1,0,0,1
2748-MYRVK,1,1,1,Fiber Optic,1,1,1,0,1,0,0,1
1963-SVUCV,1,0,1,DSL,0,0,0,0,0,0,0,0
5673-TIYIB,0,0,1,DSL,0,0,0,0,1,1,1,1
1839-UMACK,1,1,0,No internet,0,0,0,0,0,0,0,0
4800-VHZKI,1,0,0,No internet,0,0,0,0,0,0,0,0
5842-POCOP,1,0,1,Cable,0,1,1,1,0,1,0,1
0626-QXNGV,1,1,0,No internet,0,0,0,0,0,0,0,0
5726-CVNYA,1,0,0,No internet,0,0,0,0,0,0,0,0
6119-SPUDB,0,0,1,DSL,0,0,0,1,0,1,1,1
5549-ZGHFB,1,1,0,No internet,0,0,0,0,0,0,0,0
4121-AGSIN,1,1,0,No internet,0,0,0,0,0,0,0,0
4686-GEFRM,1,1,1,Fiber Optic,0,1,1,0,1,1,1,1
0236-HFWSV,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
5199-FPUSP,0,0,1,Cable,0,0,0,1,0,0,1,1
2263-SFSQZ,1,1,0,No internet,0,0,0,0,0,0,0,0
2378-VTKDH,1,1,1,Fiber Optic,1,1,0,0,1,1,0,1
6890-PFRQX,1,1,1,DSL,1,0,0,1,0,1,0,1
4999-IEZLT,0,0,1,Cable,0,0,0,0,0,0,1,1
9522-ZSINC,1,0,0,No internet,0,0,0,0,0,0,0,0
9529-OFXHY,1,1,1,Fiber Optic,1,0,0,1,0,0,0,1
2027-CWDNU,1,0,1,Fiber Optic,0,1,1,0,0,0,1,1
8106-GWQOK,0,0,1,Cable,1,1,1,1,1,0,1,1
1049-FYSYG,0,0,1,DSL,0,0,0,0,1,1,0,1
8515-OCTJS,1,1,0,No internet,0,0,0,0,0,0,0,0
9348-ROUAI,1,1,1,Cable,1,1,1,1,1,1,1,1
6941-PMGEP,1,0,1,Fiber Optic,0,1,1,0,0,0,0,0
8490-BXHEO,1,1,1,Fiber Optic,0,0,0,0,1,0,0,1
5846-NEQVZ,1,0,1,Cable,0,1,1,1,0,1,1,1
7771-CFQRQ,1,0,1,DSL,0,1,1,0,1,0,1,0
4585-HETAI,1,0,1,Fiber Optic,0,0,1,0,0,1,0,1
3887-PBQAO,1,1,0,No internet,0,0,0,0,0,0,0,0
1891-FZYSA,1,1,1,Fiber Optic,1,0,0,0,1,0,0,0
6908-VVYHM,1,1,1,Fiber Optic,0,1,1,0,1,0,0,0
0479-HMSWA,1,0,1,Fiber Optic,1,1,1,0,1,1,1,1
8642-GVWRF,1,0,1,Fiber Optic,0,0,0,0,1,1,0,1
7872-BAAZR,1,0,0,No internet,0,0,0,0,0,0,0,0
2883-ILGWO,1,1,1,Fiber Optic,1,1,0,0,1,0,1,0
8969-PRHFK,1,0,0,No internet,0,0,0,0,0,0,0,0
2522-WLNSF,1,0,1,Cable,1,0,0,0,0,1,1,1
4236-XPXAV,1,0,1,Fiber Optic,1,1,1,0,1,0,1,1
1602-IJQQE,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
0222-CNVPT,0,0,1,DSL,1,1,1,1,0,0,0,1
7188-CBBBA,1,1,1,Fiber Optic,1,0,0,0,1,1,0,0
5348-CAGXB,1,1,1,Fiber Optic,1,0,0,0,0,1,0,1
9711-FJTBX,1,0,1,Fiber Optic,0,0,0,0,1,1,1,1
2002-MZHWP,1,0,0,No internet,0,0,0,0,0,0,0,0
2519-LBNQL,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
8637-XJIVR,1,1,1,Fiber Optic,0,0,0,1,0,0,0,0
5150-ITWWB,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
3934-HXCFZ,1,1,1,Fiber Optic,1,0,0,1,1,1,0,1
5135-GRQJV,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
5787-KXGIY,1,0,0,No internet,0,0,0,0,0,0,0,0
7526-IVLYU,1,0,0,No internet,0,0,0,0,0,0,0,0
9026-LHEVG,0,0,1,DSL,0,1,1,0,1,0,0,0
5167-ZFFMM,1,1,1,Fiber Optic,0,1,1,0,1,0,0,1
7776-QGYJC,1,0,1,Fiber Optic,0,0,0,0,0,1,1,1
2599-CZABP,1,0,1,DSL,0,0,0,0,0,0,0,1
6546-OPBBH,1,1,0,No internet,0,0,0,0,0,0,0,0
7531-GQHME,1,0,0,No internet,0,0,0,0,0,0,0,0
1769-GRUIK,1,0,1,Fiber Optic,0,0,0,0,0,0,0,0
2361-FJWNO,0,0,1,Cable,0,0,0,0,1,0,1,0
9576-SYUHJ,1,1,1,Fiber Optic,1,0,0,1,0,0,0,0
4476-OSWTN,1,1,1,Fiber Optic,1,1,0,1,0,1,1,1
9013-AQORL,0,0,1,DSL,0,1,1,0,1,1,0,1
5712-AHQNN,1,0,1,Fiber Optic,1,0,0,0,1,1,0,1
1820-TQVEV,1,0,1,Fiber Optic,0,0,1,0,0,0,0,1
0363-SVHYR,1,1,1,DSL,1,1,1,1,1,1,1,1
5651-CPDND,1,0,1,DSL,0,0,0,0,0,0,0,1
9053-EJUNL,1,1,1,Fiber Optic,1,0,0,0,1,0,0,1
3404-JNXAX,1,1,1,Fiber Optic,0,0,0,0,0,0,1,1
4795-WRNVT,1,0,1,DSL,1,0,0,1,1,0,0,1
9831-BPFRI,1,1,1,Fiber Optic,0,0,0,0,1,1,1,1
9769-TSBZE,1,1,1,DSL,0,0,0,1,1,0,1,0
9620-QJREV,1,0,0,No internet,0,0,0,0,0,0,0,0
8087-LGYHQ,1,0,1,Fiber Optic,1,1,1,0,0,1,0,1
2904-GGUAZ,1,1,1,Fiber Optic,0,0,1,1,1,0,0,1
4468-KAZHE,1,0,1,DSL,0,1,0,0,1,0,0,1
0704-VCUMB,1,0,0,No internet,0,0,0,0,0,0,0,0
5651-WYIPH,1,0,1,Cable,0,0,0,0,1,0,0,1
9279-CJEOJ,1,1,1,Fiber Optic,1,1,0,0,0,0,0,1
6029-WTIPC,1,1,1,Fiber Optic,1,1,0,0,0,1,0,1
9308-ANMVE,1,0,1,Cable,0,0,0,1,1,0,0,1
3806-YAZOV,1,0,0,No internet,0,0,0,0,0,0,0,0
4023-RTIQM,0,0,1,DSL,0,1,0,1,1,1,0,1
1285-OKIPP,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
8559-CIZFV,1,1,1,Cable,1,0,0,1,1,0,1,0
0383-CLDDA,1,1,1,DSL,1,1,1,1,0,1,1,1
6518-KZXCB,1,1,0,No internet,0,0,0,0,0,0,0,0
6614-FHDBO,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
4248-HCETZ,1,0,1,Fiber Optic,0,0,0,0,1,1,0,1
0396-YCHWO,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
5656-MJEFC,0,0,1,Cable,1,0,0,1,0,1,1,1
6598-KELSS,0,0,1,DSL,1,0,0,1,1,0,0,1
2061-VVFST,1,0,0,No internet,0,0,0,0,0,0,0,0
4132-KALRO,1,1,1,Fiber Optic,1,1,1,0,0,0,1,0
2273-QCKXA,1,0,1,Cable,0,0,0,0,0,0,1,1
6557-BZXLQ,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
9764-REAFF,1,0,0,No internet,0,0,0,0,0,0,0,0
3038-PQIUY,1,1,1,DSL,0,0,0,1,1,1,0,1
8963-JLGJT,1,0,1,Cable,0,0,1,1,0,1,0,1
8345-MVDYC,1,0,1,DSL,1,1,1,1,0,1,1,1
7495-OOKFY,1,1,1,Fiber Optic,0,0,0,0,1,0,0,1
9135-MGVPY,1,0,1,DSL,1,1,1,1,1,1,1,1
7096-ZNBZI,1,1,0,No internet,0,0,0,0,0,0,0,0
8838-GPHZP,1,0,0,No internet,0,0,0,0,0,0,0,0
3707-LRWZD,1,1,1,Fiber Optic,1,0,0,0,0,0,0,1
2511-MORQY,1,1,1,DSL,0,0,0,0,0,1,0,1
5293-WXJAK,1,1,1,Fiber Optic,1,1,0,0,0,1,1,1
7883-ROJOC,1,0,1,Cable,0,0,0,0,0,0,0,1
0835-JKADZ,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
4537-DKTAL,1,0,1,DSL,0,0,0,0,0,0,0,0
3354-OADJP,1,0,1,DSL,0,0,0,1,0,0,1,1
6418-HNFED,1,0,1,DSL,1,1,1,1,1,1,1,1
4702-HDRKD,0,0,1,Cable,1,0,0,1,0,1,1,1
8908-SLFCJ,1,0,0,No internet,0,0,0,0,0,0,0,0
1349-WXNGG,1,0,0,No internet,0,0,0,0,0,0,0,0
2662-NNTDK,1,1,0,No internet,0,0,0,0,0,0,0,0
3282-ZISZV,1,1,1,DSL,1,1,1,0,1,1,1,1
1241-EZFMJ,1,1,0,No internet,0,0,0,0,0,0,0,0
8510-BBWMU,1,0,0,No internet,0,0,0,0,0,0,0,0
9742-XOKTS,1,1,1,Fiber Optic,0,0,0,1,1,0,1,1
6608-QQLVK,1,0,1,DSL,0,0,0,0,0,1,0,1
7074-STDCN,0,0,1,Cable,0,1,1,0,0,0,1,1
9342-VNIMQ,1,1,1,DSL,0,0,0,0,1,0,0,1
2908-WGAXL,1,1,0,No internet,0,0,0,0,0,0,0,0
4690-PKDQG,1,1,1,Fiber Optic,1,0,0,0,1,1,0,1
2791-SFVEW,1,0,0,No internet,0,0,0,0,0,0,0,0
6614-YOLAC,0,0,1,Cable,1,1,1,1,1,0,1,1
4329-YPDDQ,1,0,1,Fiber Optic,1,1,1,1,1,1,1,1
7876-AEHIG,0,0,1,DSL,1,1,1,1,0,1,1,1
4671-VJLCL,1,1,1,DSL,1,0,0,1,1,1,1,1
9136-ALYBR,0,0,1,Cable,0,0,0,0,0,0,0,1
4077-HWUYD,1,1,1,DSL,1,1,1,1,1,1,1,1
9371-BITHB,1,0,0,No internet,0,0,0,0,0,0,0,0
6867-ACCZI,0,0,1,DSL,0,1,1,1,1,1,1,1
6365-MTGZX,1,0,1,Fiber Optic,1,1,1,0,0,0,1,1
4785-FCIFB,1,1,0,No internet,0,0,0,0,0,0,0,0
7969-FFOWG,1,0,0,No internet,0,0,0,0,0,0,0,0
9701-CDXHR,1,0,1,Fiber Optic,0,0,0,0,0,0,0,0
9122-UMROB,1,0,0,No internet,0,0,0,0,0,0,0,0
2233-FAGXV,1,1,0,No internet,0,0,0,0,0,0,0,0
2165-VOEGB,1,0,1,Fiber Optic,1,1,1,1,1,0,1,1
1656-DRSMG,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
1230-QAJDW,1,1,1,Cable,1,0,0,0,0,0,1,1
8042-JVNFH,1,0,1,Fiber Optic,0,0,1,0,0,0,0,1
9391-TTOYH,1,0,0,No internet,0,0,0,0,0,0,0,0
2453-SAFNS,1,1,1,Cable,1,0,0,0,1,0,1,1
5519-NPHVG,1,1,1,Fiber Optic,1,1,1,0,0,0,0,0
2907-ILJBN,1,0,0,No internet,0,0,0,0,0,0,0,0
4735-BJKOU,1,0,0,No internet,0,0,0,0,0,0,0,0
0743-HRVFF,0,0,1,DSL,1,1,1,0,0,1,1,1
4657-FWVFY,1,1,1,Fiber Optic,1,0,0,0,1,1,0,1
1919-RTPQD,1,0,1,DSL,0,0,0,0,0,0,0,1
3943-KDREE,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
2978-XXSOG,1,1,1,DSL,0,0,0,1,0,0,1,1
4480-MBMLB,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
4763-PGDPO,1,0,1,Fiber Optic,0,0,1,0,0,0,0,0
4138-NAXED,1,1,1,Fiber Optic,0,0,0,0,1,0,0,0
1355-KUSBG,1,1,1,DSL,0,0,0,0,0,0,0,1
1763-KUAAW,1,0,0,No internet,0,0,0,0,0,0,0,0
1977-STDKI,1,0,1,Fiber Optic,0,0,0,0,1,0,0,1
3683-QKIUE,1,0,1,DSL,0,0,0,0,0,0,1,1
4039-PIMHX,1,0,1,DSL,0,0,0,0,1,0,0,1
6994-KERXL,1,0,1,DSL,0,1,1,0,0,0,0,1
7384-GHBPI,0,0,1,Cable,0,1,1,0,0,0,0,1
0481-SUMCB,1,1,1,Fiber Optic,1,1,0,0,0,1,0,1
7952-OBOYL,1,0,1,Fiber Optic,1,0,1,0,0,1,1,1
1163-VIPRI,1,1,1,Fiber Optic,1,1,1,1,0,1,1,1
7407-SUJIZ,1,0,0,No internet,0,0,0,0,0,0,0,0
6693-DJWTY,1,0,1,DSL,0,0,0,1,1,0,0,1
5924-SNGKP,1,0,0,No internet,0,0,0,0,0,0,0,0
5016-IBERQ,1,1,1,Fiber Optic,0,0,0,0,1,1,0,1
0666-UXTJO,1,0,1,Fiber Optic,1,0,0,0,0,1,0,1
2446-ZKVAF,1,1,1,DSL,0,0,0,0,1,0,0,1
5899-MQZZL,1,1,1,Fiber Optic,0,0,1,0,0,0,0,1
1796-JANOW,1,0,0,No internet,0,0,0,0,0,0,0,0
0082-LDZUE,1,0,1,DSL,0,0,0,0,0,0,0,1
0734-OXWBT,1,0,1,Cable,1,1,1,0,0,0,1,1
5301-GAUUY,1,1,1,Fiber Optic,0,0,0,0,1,0,0,1
3097-PYWXL,1,0,0,No internet,0,0,0,0,0,0,0,0
5846-QFDFI,1,1,1,Fiber Optic,0,0,1,0,1,1,1,1
4548-SDBKE,1,1,1,Fiber Optic,1,0,1,0,0,0,0,1
8544-GOQSH,1,0,1,Fiber Optic,0,0,0,0,1,0,1,1
4661-NJEUX,1,0,0,No internet,0,0,0,0,0,0,0,0
9360-OMDZZ,1,1,1,Fiber Optic,1,1,1,0,0,0,0,0
3719-TDVQB,1,0,0,No internet,0,0,0,0,0,0,0,0
5171-EPLKN,1,0,0,No internet,0,0,0,0,0,0,0,0
0661-KQHNK,1,0,0,No internet,0,0,0,0,0,0,0,0
1254-IZEYF,1,1,1,Fiber Optic,1,1,0,0,1,0,0,1
6848-YLDFR,1,0,1,DSL,1,1,1,0,1,0,1,1
0322-CHQRU,1,0,1,DSL,0,0,0,0,0,0,0,1
6579-JPICP,1,0,0,No internet,0,0,0,0,0,0,0,0
4468-YDOVK,1,0,1,DSL,0,0,0,0,0,0,1,1
7625-XCQRH,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
9470-YFUYI,1,0,1,DSL,1,0,0,1,1,0,1,1
4808-YNLEU,1,0,1,DSL,1,0,0,1,0,0,0,1
3694-DELSO,0,0,1,DSL,1,0,0,1,0,0,0,1
1024-VRZHF,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
4232-JGKIY,1,0,0,No internet,0,0,0,0,0,0,0,0
6877-TJMBR,1,0,1,Fiber Optic,1,0,0,0,0,0,1,1
1183-CANVH,1,0,1,DSL,1,0,0,0,0,0,1,1
1784-EZDKJ,1,1,1,Fiber Optic,1,1,1,0,1,1,0,0
8309-PPCED,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
1051-EQPZR,1,0,0,No internet,0,0,0,0,0,0,0,0
0810-DHDBD,1,1,1,Cable,1,0,0,1,0,1,1,1
3655-SNQYZ,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
4332-MUOEZ,1,0,1,Fiber Optic,0,1,0,1,0,1,1,1
5389-FFVKB,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
7133-VBDCG,1,0,1,Fiber Optic,0,0,0,1,1,0,0,1
7841-TZDMQ,1,0,1,DSL,0,0,1,0,0,0,0,1
5960-WPXQM,1,0,1,Fiber Optic,1,0,1,0,0,0,0,1
1227-UDMZR,1,1,1,Cable,1,1,1,1,1,1,1,1
3970-XGJDU,1,0,0,No internet,0,0,0,0,0,0,0,0
4231-LZUYM,1,1,0,No internet,0,0,0,0,0,0,0,0
5886-VLQVU,1,1,1,Fiber Optic,0,1,1,0,0,0,1,0
3733-LSYCE,1,0,1,Fiber Optic,0,0,0,0,1,0,0,1
7767-UXAGJ,1,1,1,Cable,0,0,0,0,0,0,0,1
6917-IAYHD,0,0,1,Cable,0,0,0,0,1,0,1,0
3280-MRDOF,1,1,1,DSL,1,0,0,0,0,1,1,1
6457-USBER,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
9357-UJRUN,1,1,1,Cable,0,0,0,1,0,0,1,1
9572-MTILT,1,1,1,Fiber Optic,1,0,0,1,1,1,1,0
7450-NWRTR,1,1,1,Fiber Optic,1,1,0,0,0,1,0,1
4283-IVYCI,1,0,1,Cable,0,1,1,1,0,0,1,1
2867-UIMSS,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
7803-XOCCZ,1,0,1,Fiber Optic,0,0,0,1,0,1,1,1
7615-ESMYF,0,0,1,Cable,1,1,1,0,0,0,0,1
6614-VBEGU,1,0,1,DSL,1,1,1,0,1,0,0,1
4718-WXBGI,1,1,1,Cable,1,1,1,1,1,1,1,1
3108-PCCGG,1,1,1,Cable,1,1,0,1,1,1,0,1
9057-SIHCH,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
3752-CQSJI,1,0,0,No internet,0,0,0,0,0,0,0,0
0354-VXMJC,1,0,0,No internet,0,0,0,0,0,0,0,0
9800-ONTFE,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
3665-JATSN,0,0,1,DSL,0,1,1,0,1,0,0,0
2067-QYTCF,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
8563-IIOXK,1,0,1,DSL,0,0,1,1,0,0,0,1
3212-KXOCR,1,0,0,No internet,0,0,0,0,0,0,0,0
0637-YLETY,1,1,1,Fiber Optic,0,1,1,0,1,1,0,1
3957-LXOLK,1,1,1,Fiber Optic,1,1,0,0,1,1,0,1
1116-DXXDF,1,0,1,Fiber Optic,1,1,1,1,0,1,0,1
5795-BKOYE,1,0,1,DSL,0,0,0,0,1,1,1,1
1536-HBSWP,1,0,1,DSL,0,0,0,0,0,0,1,1
5360-LJCNJ,1,1,1,Fiber Optic,1,1,1,0,1,1,0,0
9541-ZPSEA,1,0,1,Fiber Optic,0,0,0,1,0,1,0,1
7209-JCUDS,1,0,1,Fiber Optic,1,1,1,0,0,1,0,1
2150-WLKUW,1,1,1,DSL,1,0,0,0,1,0,0,1
2753-JMMCV,1,1,1,DSL,0,1,1,0,1,1,1,1
7674-YTAFD,1,0,1,Fiber Optic,0,0,0,0,1,0,1,1
9824-BEMCV,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
2364-UFROM,1,0,1,Cable,1,0,0,1,1,0,1,1
5345-BMKWB,1,0,0,No internet,0,0,0,0,0,0,0,0
3192-NQECA,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
2081-KJSQF,1,0,0,No internet,0,0,0,0,0,0,0,0
2439-LYPMQ,1,1,1,Fiber Optic,1,1,0,0,1,1,0,1
6250-CGGUN,1,0,1,Fiber Optic,0,0,0,1,0,1,1,1
9084-OAYKL,1,0,0,No internet,0,0,0,0,0,0,0,0
6124-ACRHJ,1,0,0,No internet,0,0,0,0,0,0,0,0
5915-ANOEI,1,1,1,DSL,1,0,0,1,1,1,1,1
3726-TBHQT,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
6942-LBFDP,1,0,0,No internet,0,0,0,0,0,0,0,0
8812-ZRHFP,1,0,1,Fiber Optic,0,1,1,0,0,1,0,1
3138-BKYAV,1,0,1,Fiber Optic,1,0,0,0,1,0,0,1
6762-NSODU,1,0,0,No internet,0,0,0,0,0,0,0,0
4211-MMAZN,1,0,0,No internet,0,0,0,0,0,0,0,0
0308-IVGOK,0,0,1,DSL,0,0,0,0,1,1,1,1
1304-BCCFO,1,0,1,Cable,1,1,1,0,0,1,0,1
0788-DXBFY,1,0,0,No internet,0,0,0,0,0,0,0,0
7248-VZQLC,1,1,1,Fiber Optic,0,0,0,0,1,1,0,1
7623-TRNQN,1,0,1,DSL,0,0,0,0,0,0,1,1
8563-OYMQY,1,0,1,Fiber Optic,0,1,1,0,1,1,0,1
3400-ESFUW,1,0,1,DSL,0,0,0,1,1,0,1,0
0748-RDGGM,1,0,1,Fiber Optic,1,1,1,1,1,1,1,1
