Customer ID,Monthly Charge,Total Charges,Total Revenue,Total Refunds,Total Long Distance Charges,Total Extra Data Charges,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Payment Method,Paperless Billing
6741-QRLUP,80.3,4995.35,6969.77,0.0,1974.42,0,26,31.34,5554,Credit Card,1
5320-BRKGK,75.8,4415.75,4582.21,0.0,166.46,0,69,2.87,4292,Credit Card,0
1452-VOQCH,75.1,75.1,79.63,0.0,4.53,0,28,4.53,4120,Bank Withdrawal,1
0564-JJHGS,95.5,829.1,1002.08,0.0,172.98,0,10,19.22,5007,Bank Withdrawal,1
2361-UPSND,70.6,3231.05,5289.55,0.0,2058.5,0,27,44.75,5433,Credit Card,0
6910-HADCM,76.35,76.35,83.61,0.0,7.26,0,9,7.26,5613,Bank Withdrawal,0
8325-QRPZR,75.15,525.0,745.42,0.0,210.42,10,10,30.06,4216,Bank Withdrawal,1
4695-WJZUE,88.55,179.25,222.39,0.0,43.14,0,28,21.57,3685,Bank Withdrawal,1
3590-TCXTB,20.35,20.35,52.32,0.0,31.97,0,0,31.97,2648,Credit Card,0
4195-SMMNX,20.35,33.2,97.26,0.0,64.06,0,0,32.03,5627,Mailed Check,0
9720-JJJOR,60.3,2511.3,2610.93,0.0,99.63,0,69,2.43,4565,Bank Withdrawal,1
2842-BCQGE,75.35,3161.4,4006.78,0.0,845.38,0,28,19.66,4898,Credit Card,1
6371-NZYEG,64.25,1024.0,1396.96,0.0,372.96,0,27,23.31,5511,Credit Card,0
1550-LOAHA,84.15,2585.95,3785.31,0.0,1199.36,0,13,37.48,4017,Bank Withdrawal,0
3401-URHDA,59.9,3043.6,3545.95,0.0,502.35,0,3,9.85,5233,Credit Card,0
1209-VFFOC,56.4,3948.45,3948.45,0.0,0.0,0,19,0.0,4556,Credit Card,1
6996-KNSML,74.9,74.9,110.15,0.0,35.25,0,30,35.25,5919,Bank Withdrawal,1
7799-DSEWS,68.35,1299.8,2176.04,0.0,876.24,0,48,48.68,5993,Bank Withdrawal,1
9388-ZEYVT,44.15,1931.3,1931.3,0.0,0.0,0,11,0.0,2522,Bank Withdrawal,0
7206-GZCDC,69.25,69.25,98.93,0.0,29.68,0,18,29.68,4371,Bank Withdrawal,1
4560-WQAQW,68.7,4070.95,5891.83,0.0,1670.88,150,9,28.32,4244,Bank Withdrawal,0
4547-LYTDD,72.65,1194.3,1946.14,0.0,751.84,0,17,46.99,2850,Bank Withdrawal,0
8033-ATFAS,59.85,2341.5,4218.96,0.0,1877.46,0,23,48.14,3900,Credit Card,1
5240-IJOQT,74.7,74.7,86.04,0.0,11.34,0,20,11.34,3348,Bank Withdrawal,1
9492-TOKRI,90.0,1527.35,1773.05,0.0,245.7,0,5,13.65,2708,Credit Card,1
6922-NCEDI,21.2,1238.65,3961.93,0.0,2723.28,0,0,48.63,6473,Mailed Check,1
7089-IVVAZ,103.35,847.3,1004.74,0.0,157.44,0,41,19.68,2363,Bank Withdrawal,1
0578-SKVMF,83.3,1845.9,1934.12,0.0,88.22,0,53,4.01,3804,Bank Withdrawal,0
6379-RXJRQ,70.1,659.65,845.26,34.69,220.3,0,19,22.03,2457,Bank Withdrawal,1
0820-FNRNX,66.7,1077.05,1584.84,0.0,507.79,0,53,29.87,2814,Mailed Check,1
7379-POKDZ,70.3,208.85,288.98,0.0,80.13,0,11,26.71,3038,Bank Withdrawal,1
6244-BESBM,95.2,6671.7,7501.08,0.0,829.38,0,30,12.02,6166,Credit Card,1
9845-PEEKO,79.2,4590.35,4952.02,0.0,361.67,0,2,6.13,5400,Credit Card,1
9945-PSVIP,18.7,383.65,454.15,0.0,70.5,0,0,2.82,2289,Credit Card,1
8818-XYFCQ,99.55,3204.65,4353.07,35.82,1074.24,110,26,33.57,5026,Credit Card,1
8384-FZBJK,100.6,5611.7,7456.79,0.0,1845.09,0,28,32.37,6351,Bank Withdrawal,1
3348-CFRNX,92.35,2602.9,3657.38,0.0,1054.48,0,20,37.66,2990,Credit Card,1
8788-DOXSU,61.35,3645.5,4217.8,0.0,572.3,0,6,9.7,6250,Bank Withdrawal,1
6008-NAIXK,55.45,2966.95,2966.95,0.0,0.0,0,26,0.0,4521,Bank Withdrawal,1
7929-DMBCV,81.0,1683.7,1911.5,0.0,227.8,0,21,11.39,4741,Mailed Check,1
9355-NPPFS,78.8,2006.1,2505.56,0.0,499.46,0,15,19.21,4509,Bank Withdrawal,1
2969-QWUBZ,51.4,96.8,96.8,0.0,0.0,0,21,0.0,2580,Bank Withdrawal,0
6828-HMKWP,21.05,262.05,858.45,0.0,596.4,0,0,49.7,4843,Bank Withdrawal,0
0969-RGKCU,19.8,677.05,2264.0,29.21,1616.16,0,0,43.68,5137,Credit Card,0
7073-QETQY,20.35,1359.5,4331.48,0.0,2971.98,0,0,45.03,4845,Bank Withdrawal,1
8590-OHDIW,20.3,749.35,2422.86,10.65,1684.16,0,0,44.32,4686,Credit Card,0
4737-AQCPU,72.1,5016.65,8080.25,0.0,3063.6,0,18,42.55,4658,Credit Card,0
7854-EKTJL,19.6,35.85,95.47,0.0,59.62,0,0,29.81,2843,Bank Withdrawal,1
8782-LKFPK,90.4,4063.0,6039.48,0.0,1976.48,0,16,44.92,4751,Credit Card,1
5884-FBCTL,25.1,1857.85,4422.49,0.0,2564.64,0,0,35.62,5611,Bank Withdrawal,0
8000-REIQB,69.95,69.95,102.45,0.0,22.5,10,27,22.5,3208,Bank Withdrawal,1
1866-NXPSP,75.55,2680.15,3932.15,0.0,1152.0,100,23,32.0,3235,Credit Card,1
8091-TTVAX,100.35,5681.1,6011.12,0.0,330.02,0,10,5.69,6432,Credit Card,0
0475-RIJEP,77.85,3365.85,5478.44,0.0,2112.59,0,25,49.13,5107,Bank Withdrawal,1
7797-EJMDP,66.05,574.5,842.82,0.0,268.32,0,14,33.54,4157,Bank Withdrawal,0
1608-GMEWB,93.9,4200.25,4904.5,0.0,704.25,0,18,15.65,3960,Bank Withdrawal,1
3948-XHGNA,49.55,1210.4,1555.76,0.0,345.36,0,28,14.39,5005,Bank Withdrawal,1
9972-VAFJJ,94.0,4871.45,7396.37,0.0,2524.92,0,25,47.64,6355,Bank Withdrawal,1
5149-CUZUJ,92.9,2768.35,3533.87,0.0,765.52,0,16,27.34,2037,Bank Withdrawal,0
9805-FILKB,20.2,845.6,1062.72,0.0,217.12,0,0,4.72,2325,Bank Withdrawal,1
8249-THVEC,19.4,997.75,2916.88,0.0,1919.13,0,0,37.63,4025,Credit Card,0
5351-QESIO,24.2,24.2,24.2,0.0,0.0,0,17,0.0,4276,Mailed Check,0
2468-SJFLM,74.3,74.3,113.85,0.0,39.55,0,21,39.55,3063,Mailed Check,1
2830-LEWOA,103.9,6449.15,9077.03,0.0,2627.88,0,19,43.08,4079,Credit Card,0
2386-OWURY,95.3,5817.7,7879.6,0.0,2061.9,0,73,35.55,6460,Bank Withdrawal,1
0310-VQXAM,19.85,178.8,545.46,0.0,366.66,0,0,40.74,2788,Credit Card,0
4616-ULAOA,110.8,7245.9,10184.55,0.0,2938.65,0,19,45.21,6332,Credit Card,1
8084-OIVBS,20.0,211.95,723.34,0.0,511.39,0,0,46.49,3731,Credit Card,0
2578-JQPHZ,100.1,4378.35,6532.15,0.0,2153.8,0,59,48.95,4025,Bank Withdrawal,0
5945-AZYHT,109.6,7854.15,11355.87,0.0,3501.72,0,9,49.32,4564,Bank Withdrawal,1
1045-LTCYT,21.05,139.75,484.15,0.0,344.4,0,0,43.05,2158,Credit Card,0
3571-RFHAR,109.15,6941.2,7689.6,0.0,608.4,140,4,9.36,6001,Bank Withdrawal,1
0963-ZBDRN,96.2,3183.4,3990.12,0.0,806.72,0,26,25.21,3606,Bank Withdrawal,1
2262-SLNVK,70.1,70.1,71.25,0.0,1.15,0,23,1.15,2475,Bank Withdrawal,0
6457-GIRWB,69.35,69.35,91.38,0.0,22.03,0,26,22.03,2843,Bank Withdrawal,1
9929-PLVPA,20.4,94.5,217.66,0.0,123.16,0,0,30.79,4929,Credit Card,0
9801-GDWGV,103.45,3994.45,5349.31,0.0,1354.86,0,28,34.74,4811,Bank Withdrawal,1
7925-PNRGI,81.3,3541.1,4000.55,0.0,459.45,0,11,10.21,3111,Credit Card,0
1208-DNHLN,48.35,1067.15,1200.55,0.0,133.4,0,12,5.8,4580,Credit Card,1
1456-TWCGB,49.25,208.45,360.49,0.0,152.04,0,5,38.01,3272,Mailed Check,0
8884-FEEWR,20.6,754.0,2224.7,0.0,1470.7,0,0,42.02,2858,Bank Withdrawal,0
7233-PAHHL,84.0,5714.25,6124.77,0.0,410.52,0,26,6.22,5825,Credit Card,1
2230-XTUWL,19.55,883.35,1519.83,0.0,636.48,0,0,13.26,5461,Credit Card,0
8327-WKMIE,20.15,785.75,2057.44,0.0,1271.69,0,0,34.37,4422,Credit Card,0
5429-LWCMV,89.15,1057.55,1544.31,0.0,416.76,70,6,34.73,4041,Bank Withdrawal,1
1569-TTNYJ,78.75,412.1,427.9,0.0,5.8,10,7,1.16,3401,Bank Withdrawal,1
4526-EXKKN,24.6,973.95,2072.75,0.0,1098.8,0,0,27.47,2601,Credit Card,1
2676-OXPPQ,55.7,335.65,354.61,0.0,18.96,0,41,3.16,2482,Bank Withdrawal,1
1894-IGFSG,89.25,1907.85,2304.07,0.0,396.22,0,2,18.01,3161,Bank Withdrawal,0
0880-TKATG,101.15,385.9,424.14,0.0,38.24,0,48,9.56,4417,Bank Withdrawal,0
3750-YHRYO,20.65,150.0,297.63,0.0,147.63,0,0,21.09,2874,Mailed Check,0
4627-MIHJH,110.25,7467.55,9082.15,0.0,1614.6,0,27,23.4,4948,Credit Card,0
5917-RYRMG,19.8,587.7,1416.18,0.0,828.48,0,0,25.89,3836,Credit Card,0
9231-ZJYAM,78.85,292.8,440.52,0.0,147.72,0,18,36.93,5301,Bank Withdrawal,1
9367-OIUXP,20.7,73.05,254.53,0.0,181.48,0,0,45.37,4676,Credit Card,0
4939-KYYPY,59.45,1611.65,2528.03,0.0,916.38,0,25,33.94,4818,Bank Withdrawal,0
0265-PSUAE,100.7,1522.7,1959.02,0.0,436.32,0,76,27.27,3337,Bank Withdrawal,0
4277-PVRAN,80.1,679.3,970.42,0.0,291.12,0,7,36.39,5071,Bank Withdrawal,1
8670-ERCJH,113.4,8164.1,8348.42,0.0,184.32,0,25,2.56,6347,Bank Withdrawal,0
4959-JOSRX,44.6,80.55,140.93,0.0,60.38,0,16,30.19,4884,Credit Card,1
5473-KHBPS,95.7,4976.15,5400.47,0.0,424.32,0,20,8.16,4415,Credit Card,1
5443-SCMKX,94.3,5610.15,6994.64,5.55,1240.04,150,26,21.38,6166,Bank Withdrawal,1
4566-NECEV,96.55,500.1,695.75,0.0,195.65,0,20,39.13,3787,Bank Withdrawal,0
2612-RRIDN,81.0,340.85,477.33,0.0,86.48,50,59,21.62,3591,Bank Withdrawal,1
4710-NKCAW,64.4,316.9,403.75,0.0,86.85,0,15,17.37,3260,Credit Card,0
4749-OJKQU,75.65,302.35,396.35,0.0,94.0,0,22,23.5,5396,Bank Withdrawal,1
7695-PKLCZ,20.5,1424.9,4716.78,0.0,3291.88,0,0,48.41,4201,Credit Card,0
4295-YURET,72.6,4084.35,4556.43,0.0,332.08,140,19,5.93,6357,Credit Card,1
5740-YHGTW,97.55,6669.05,8935.65,0.0,2266.6,0,53,32.38,4551,Credit Card,1
4707-MAXGU,25.85,1872.2,4460.63,5.73,2594.16,0,0,36.03,5514,Credit Card,0
2842-JTCCU,46.05,80.35,149.73,0.0,59.38,10,52,29.69,4662,Bank Withdrawal,0
3094-JOJAI,74.15,1387.0,1465.84,0.0,78.84,0,20,4.38,2643,Credit Card,0
8780-IHCRN,24.65,1574.5,3396.46,0.0,1821.96,0,0,28.92,4392,Credit Card,0
5614-DNZCE,64.9,3795.45,5504.71,0.0,1709.26,0,16,29.47,5040,Credit Card,1
6733-LRIZX,108.95,4025.5,4727.95,0.0,702.45,0,23,20.07,5903,Bank Withdrawal,1
2302-OUZXB,82.15,5784.3,7369.02,0.0,1584.72,0,5,22.01,4552,Bank Withdrawal,0
5954-BDFSG,107.5,7853.7,8595.54,0.0,681.84,60,21,9.47,4708,Credit Card,1
2667-WYLWJ,19.75,145.0,514.04,0.0,369.04,0,0,46.13,2247,Credit Card,1
1925-TIBLE,86.5,582.5,760.77,0.0,158.27,20,11,22.61,3887,Bank Withdrawal,1
9821-POOTN,75.2,2576.2,4272.65,0.0,1696.45,0,12,48.47,4639,Bank Withdrawal,1
6135-OZQVA,53.65,404.35,687.29,0.0,282.94,0,17,40.42,4389,Bank Withdrawal,1
9947-OTFQU,74.4,1074.3,1510.95,0.0,436.65,0,29,29.11,4616,Bank Withdrawal,1
0883-EIBTI,19.5,31.55,87.59,0.0,56.04,0,0,28.02,2484,Mailed Check,0
2995-UPRYS,99.2,4062.2,4852.6,0.0,790.4,0,22,19.76,5098,Credit Card,1
2360-RDGRO,104.25,6812.95,9490.95,0.0,2678.0,0,10,41.2,5089,Bank Withdrawal,1
3640-JQGJG,44.8,559.2,692.05,37.49,80.34,90,59,6.18,4680,Bank Withdrawal,0
6032-KRXXO,90.25,2755.35,3657.15,0.0,901.8,0,19,30.06,5654,Bank Withdrawal,1
4915-BFSXL,68.95,4858.7,6445.6,0.0,1586.9,0,29,22.67,4858,Credit Card,0
4154-AQUGT,89.05,1169.35,1188.46,0.0,19.11,0,5,1.47,3861,Bank Withdrawal,1
6266-QHOJZ,89.85,5844.65,8336.1,0.0,2491.45,0,7,38.33,6421,Bank Withdrawal,1
2120-SMPEX,20.15,536.35,977.35,0.0,441.0,0,0,17.64,3848,Mailed Check,1
3062-ICYZQ,93.8,4539.35,5928.08,0.0,1388.73,0,75,27.23,5457,Bank Withdrawal,1
5186-SAMNZ,69.5,69.5,190.7,0.0,41.2,80,15,41.2,3273,Bank Withdrawal,1
1053-MXTTK,108.65,7726.35,8767.47,0.0,1041.12,0,29,14.46,5730,Bank Withdrawal,1
4531-AUZNK,95.15,5000.05,5939.47,0.0,939.42,0,47,18.42,6492,Mailed Check,1
5716-EZXZN,99.05,6416.7,7274.7,0.0,858.0,0,13,13.2,5878,Credit Card,1
0485-ZBSLN,24.75,1715.1,4087.6,0.0,2372.5,0,0,36.5,6263,Credit Card,0
7766-CLTIC,60.95,629.55,713.05,0.0,83.5,0,29,8.35,4323,Credit Card,1
1816-FLZDK,29.15,29.15,29.15,0.0,0.0,0,22,0.0,3923,Credit Card,0
2811-POVEX,88.45,2130.55,2177.24,0.0,46.69,0,53,2.03,3937,Bank Withdrawal,1
5707-ZMDJP,69.7,3729.6,5409.17,0.0,1679.57,0,16,31.69,4590,Credit Card,1
2498-XLDZR,73.6,2316.85,2936.51,12.66,632.32,0,59,19.76,4343,Credit Card,0
6688-UZPWD,102.0,1145.35,1232.14,0.0,86.79,0,10,7.89,5750,Bank Withdrawal,1
8780-RSYYU,19.2,532.1,682.1,0.0,150.0,0,0,6.0,2159,Credit Card,1
5356-KZCKT,24.45,1513.6,1651.64,0.0,138.04,0,0,2.38,6490,Credit Card,1
3669-OYSJI,46.2,46.2,94.78,0.0,48.58,0,21,48.58,4167,Credit Card,0
3393-FMZPV,100.25,2387.75,3293.75,0.0,906.0,0,3,36.24,2195,Bank Withdrawal,1
0013-EXCHZ,83.9,267.4,289.54,0.0,22.14,0,11,7.38,3464,Credit Card,1
8665-UTDHZ,30.2,30.2,30.2,0.0,0.0,0,58,0.0,2915,Bank Withdrawal,0
9926-PJHDQ,76.8,5468.45,8688.29,0.0,3129.84,90,9,43.47,5120,Bank Withdrawal,1
9142-KZXOP,68.85,2958.95,3033.75,0.0,74.8,0,28,1.7,2053,Credit Card,0
3594-KADLU,35.1,101.1,101.1,0.0,0.0,0,25,0.0,3610,Credit Card,0
7315-WYOAW,100.75,1313.25,2010.84,0.0,577.59,120,41,44.43,5985,Bank Withdrawal,0
6804-GDMOI,106.6,6428.4,8943.43,0.0,2515.03,0,28,41.23,4183,Bank Withdrawal,1
7941-RCJOW,19.55,1218.65,4124.15,0.0,2905.5,0,0,44.7,4309,Credit Card,1
5014-GSOUQ,19.95,243.65,487.14,0.0,243.49,0,0,18.73,2884,Credit Card,0
4765-OXPPD,65.0,663.05,720.2,0.0,57.15,0,69,6.35,3983,Mailed Check,0
3071-VBYPO,89.85,248.4,348.3,0.0,99.9,0,12,33.3,4648,Bank Withdrawal,0
7016-BPGEU,25.1,712.85,712.85,0.0,0.0,0,22,0.0,2796,Credit Card,1
5906-DVAPM,75.0,4213.9,6056.4,0.0,1842.5,0,51,33.5,5011,Credit Card,1
1545-ACTAS,99.7,4977.2,6713.84,0.0,1736.64,0,29,36.18,5921,Bank Withdrawal,1
5071-FBJFS,50.3,217.1,395.66,0.0,178.56,0,21,44.64,3147,Bank Withdrawal,0
4751-ERMAN,75.4,5480.25,8515.77,0.0,3035.52,0,18,42.16,4171,Bank Withdrawal,1
5044-XDPYX,25.5,1281.25,2325.22,0.0,1043.97,0,0,20.47,5447,Mailed Check,0
6773-LQTVT,35.65,1025.15,1000.08,25.07,0.0,0,20,0.0,4107,Credit Card,1
7558-IMLMT,20.8,1411.9,2002.84,0.0,590.94,0,0,8.82,5626,Credit Card,1
6559-RAKOZ,97.95,4917.9,5702.88,0.0,784.98,0,18,16.02,4301,Bank Withdrawal,1
0584-BJQGZ,78.35,1837.9,2539.15,0.0,701.25,0,85,28.05,4855,Bank Withdrawal,1
7926-IJOOU,19.3,19.3,35.66,0.0,16.36,0,0,16.36,5626,Credit Card,0
7134-HBPBS,108.1,7774.05,9708.69,0.0,1934.64,0,20,26.87,4474,Bank Withdrawal,1
2265-CYWIV,99.6,347.65,397.5,25.79,75.64,0,20,18.91,4708,Bank Withdrawal,1
7017-VFHAY,115.1,7008.15,8228.76,0.0,1220.61,0,12,20.01,6090,Credit Card,0
9424-CMPOG,19.6,197.4,221.52,0.0,24.12,0,0,2.68,4406,Mailed Check,0
9101-BWFSS,108.55,5610.7,7082.2,0.0,1471.5,0,14,29.43,4274,Bank Withdrawal,0
9957-YODKZ,80.8,457.1,588.32,0.0,101.22,30,17,16.87,5611,Bank Withdrawal,1
3528-HFRIQ,52.3,3765.05,3805.05,0.0,0.0,40,28,0.0,5491,Bank Withdrawal,1
3669-LVWZB,51.0,305.95,305.95,0.0,0.0,0,59,0.0,4630,Mailed Check,1
8519-IMDHU,85.6,1345.55,2024.3,0.0,678.75,0,22,45.25,4981,Bank Withdrawal,1
5570-PTWEH,75.15,216.75,261.81,0.0,45.06,0,29,15.02,2270,Credit Card,1
0323-XWWTN,26.4,121.25,222.86,0.0,101.61,0,0,33.87,4315,Credit Card,1
4911-BANWH,86.55,2697.4,3732.18,0.0,1034.78,0,27,33.38,4198,Credit Card,1
9885-CSMWE,78.45,78.45,96.82,0.0,18.37,0,13,18.37,2139,Bank Withdrawal,0
8944-AILEF,19.45,340.85,938.45,0.0,597.6,0,0,39.84,2483,Credit Card,1
3272-VUHPV,56.3,401.5,686.38,0.0,254.88,30,59,31.86,3135,Bank Withdrawal,0
3597-YASZG,104.45,7349.35,10103.15,0.0,2753.8,0,13,39.34,5004,Bank Withdrawal,1
4343-EJVQB,74.35,533.6,545.29,0.0,11.69,0,23,1.67,2463,Credit Card,0
8461-EFQYM,24.25,914.4,2633.63,35.61,1754.84,0,0,46.18,2997,Bank Withdrawal,1
9888-ZCUMM,60.05,3845.45,3845.45,0.0,0.0,0,19,0.0,4120,Bank Withdrawal,1
8780-IXSTS,90.1,521.3,528.2,0.0,6.9,0,3,1.15,5656,Bank Withdrawal,1
5047-LHVLY,50.15,50.15,89.93,0.0,39.78,0,12,39.78,3438,Mailed Check,1
5365-LLFYV,45.85,105.6,116.54,0.0,10.94,0,29,5.47,2245,Credit Card,1
7234-KMNRQ,19.0,73.45,106.97,0.0,33.52,0,0,8.38,4345,Credit Card,0
7783-YKGDV,99.7,1238.45,1431.29,0.0,192.84,0,14,16.07,2538,Bank Withdrawal,1
6806-YDEUL,19.5,106.8,118.98,0.0,12.18,0,0,2.03,3288,Bank Withdrawal,0
8496-EJAUI,73.85,1424.5,1588.51,0.0,34.01,130,14,1.79,2251,Credit Card,1
0442-ZXKVS,115.6,6431.05,8791.39,0.0,2360.34,0,12,43.71,4337,Bank Withdrawal,1
8387-MOJJT,77.95,3384.0,4812.84,0.0,1428.84,0,18,34.02,5396,Credit Card,1
8722-NGNBH,40.0,223.45,223.45,0.0,0.0,0,59,0.0,3125,Credit Card,0
4452-ROHMO,19.6,331.6,923.95,0.0,592.35,0,0,39.49,2722,Credit Card,0
1442-BQPVU,29.15,357.15,357.15,0.0,0.0,0,28,0.0,2876,Bank Withdrawal,0
6156-UZDLF,87.15,2274.1,3466.44,0.0,1172.34,20,41,45.09,5689,Credit Card,1
3935-TBRZZ,25.7,1110.5,1785.02,0.0,674.52,0,0,15.33,3037,Credit Card,0
2325-WINES,104.05,3416.85,3871.57,0.0,454.72,0,28,14.21,2335,Credit Card,1
1084-UQCHV,69.75,69.75,97.72,0.0,27.97,0,18,27.97,2901,Bank Withdrawal,0
7727-SHVZV,19.5,150.35,544.82,0.0,394.47,0,0,43.83,4883,Bank Withdrawal,0
2180-DXNEG,96.0,1062.1,1368.58,0.0,306.48,0,27,25.54,5239,Bank Withdrawal,1
3106-ULWFW,85.2,627.4,838.68,0.0,211.28,0,16,26.41,2887,Credit Card,1
0345-XMMUG,108.9,4854.3,4946.3,0.0,92.0,0,48,2.0,5119,Credit Card,1
6621-NRZAK,20.0,1209.25,4163.95,0.0,2954.7,0,0,46.9,5975,Credit Card,0
5840-NVDCG,68.25,1114.85,1436.77,0.0,321.92,0,30,20.12,3559,Bank Withdrawal,0
7356-AYNJP,23.9,97.5,122.94,0.0,25.44,0,0,6.36,5685,Bank Withdrawal,0
2272-JKMSI,110.8,6840.95,7662.45,0.0,821.5,0,57,13.25,4306,Bank Withdrawal,1
3791-LGQCY,100.65,5688.05,7711.41,0.0,1893.36,130,29,33.81,4803,Bank Withdrawal,1
0786-VSSUD,39.0,679.85,679.85,0.0,0.0,0,24,0.0,5692,Mailed Check,1
9374-YOLBJ,19.25,19.25,44.35,0.0,25.1,0,0,25.1,2053,Bank Withdrawal,0
5451-YHYPW,115.75,8443.7,11795.78,0.0,3232.08,120,24,44.89,6205,Credit Card,1
6075-SLNIL,95.1,3691.2,3946.18,0.0,254.98,0,11,6.71,5393,Credit Card,1
6121-TNHBO,83.0,5243.05,6227.11,0.0,984.06,0,18,15.62,5428,Bank Withdrawal,0
2368-GAKKQ,113.65,7939.25,9151.65,0.0,1212.4,0,30,17.32,6424,Bank Withdrawal,1
4385-ZKVNW,54.9,2549.1,4726.86,0.0,2047.76,130,52,46.54,4412,Bank Withdrawal,1
5025-GOOKI,18.9,347.65,1024.85,0.0,677.2,0,0,33.86,4277,Credit Card,1
3027-YNWZU,25.0,1584.8,2020.64,0.0,435.84,0,0,6.81,5538,Credit Card,0
1552-TKMXS,20.35,869.9,1119.8,0.0,249.9,0,0,5.95,2127,Credit Card,0
2159-TURXX,20.05,95.55,206.35,0.0,110.8,0,0,22.16,2483,Credit Card,0
4072-IPYLT,51.05,1815.0,2525.28,0.0,710.28,0,19,19.73,2161,Credit Card,0
4909-JOUPP,109.7,7898.45,9895.73,0.0,1997.28,0,3,27.74,4319,Credit Card,0
3692-JHONH,106.5,5621.85,7154.33,0.0,1442.48,90,18,27.74,4499,Bank Withdrawal,1
4815-YOSUK,104.9,7537.5,10502.46,0.0,2964.96,0,52,41.18,4927,Credit Card,1
4701-LKOZD,89.75,6367.2,8544.3,0.0,2067.1,110,7,29.53,5150,Credit Card,0
0220-EBGCE,85.85,167.3,195.58,0.0,28.28,0,28,14.14,3273,Bank Withdrawal,1
8984-EYLLL,105.25,6823.4,9371.25,23.67,2571.52,0,30,40.18,5682,Bank Withdrawal,1
6497-TILVL,50.7,350.35,529.83,0.0,179.48,0,71,25.64,3097,Credit Card,0
2049-BAFNW,35.9,35.9,35.9,0.0,0.0,0,7,0.0,3929,Credit Card,0
5419-CONWX,99.8,442.85,493.57,0.0,50.72,0,10,12.68,2268,Credit Card,1
9552-TGUZV,75.0,658.1,823.46,0.0,165.36,0,18,20.67,5413,Credit Card,1
1761-AEZZR,79.55,79.55,83.59,0.0,4.04,0,6,4.04,5593,Bank Withdrawal,1
5542-TBBWB,69.9,69.9,89.26,0.0,9.36,10,14,9.36,3358,Bank Withdrawal,1
5018-LXQQG,66.3,1923.5,2417.9,0.0,494.4,0,17,16.48,4631,Bank Withdrawal,0
5590-ZSKRV,54.65,482.25,792.49,0.0,310.24,0,18,38.78,5614,Credit Card,0
6899-PPEEA,96.55,3580.3,3702.4,0.0,122.1,0,2,3.3,4448,Bank Withdrawal,1
9152-AMKAK,80.25,493.4,631.1,0.0,137.7,0,10,22.95,2706,Credit Card,1
3707-GNWHM,74.25,74.25,96.05,0.0,21.8,0,42,21.8,4750,Mailed Check,1
3247-MHJKM,20.2,20.2,62.35,0.0,42.15,0,0,42.15,3586,Mailed Check,0
2371-KFUOG,99.15,5720.95,7615.81,0.0,1894.86,0,14,32.67,6409,Bank Withdrawal,0
5989-AXPUC,118.6,7990.05,8039.2,38.57,87.72,0,27,1.29,4175,Credit Card,0
6719-FGEDO,97.0,7104.2,9897.08,0.0,2792.88,0,42,38.79,6302,Bank Withdrawal,1
3070-FNFZQ,20.4,478.75,1389.32,0.0,910.57,0,0,39.59,4698,Bank Withdrawal,0
4070-OKWVH,94.6,5025.8,6545.76,0.0,1519.96,0,30,29.23,6212,Bank Withdrawal,0
3334-CTHOL,49.95,49.95,93.44,0.0,43.49,0,4,43.49,2041,Bank Withdrawal,1
1564-HJUVY,63.75,226.2,238.32,0.0,12.12,0,11,3.03,2624,Bank Withdrawal,1
3523-QRQLL,69.5,1498.2,2219.51,49.57,770.88,0,76,35.04,5922,Bank Withdrawal,1
8646-JCOMS,90.55,6130.95,6904.47,0.0,773.52,0,20,11.72,4958,Bank Withdrawal,1
2790-XUYMV,85.45,6028.95,8293.14,0.0,2264.19,0,30,31.89,4777,Credit Card,1
1354-YZFNB,19.55,68.8,185.16,0.0,116.36,0,0,29.09,5573,Credit Card,0
8063-GBATB,85.25,2287.25,3128.84,0.0,841.59,0,25,31.17,5172,Bank Withdrawal,1
6339-RZCBJ,78.9,3771.5,3943.82,0.0,172.32,0,10,3.59,4063,Credit Card,0
4981-FLTMF,65.2,3687.85,3775.63,0.0,87.78,0,15,1.54,4491,Bank Withdrawal,0
6281-FKEWS,49.05,2265.0,2265.0,0.0,0.0,0,3,0.0,3910,Bank Withdrawal,1
1043-UXOVO,113.15,7993.3,10009.7,0.0,2016.4,0,76,28.4,4955,Credit Card,1
6621-YOBKI,20.35,92.75,251.65,0.0,158.9,0,0,31.78,2303,Credit Card,0
6328-ZPBGN,95.15,997.65,1037.47,0.0,39.82,0,22,3.62,4074,Bank Withdrawal,1
9715-SBVSU,61.4,815.55,985.91,0.0,150.36,20,59,10.74,3186,Bank Withdrawal,1
3170-GWYKC,104.95,6236.75,7609.55,0.0,1372.8,0,48,22.88,5926,Bank Withdrawal,1
7244-KXYZN,20.45,527.35,670.87,0.0,143.52,0,0,5.98,4690,Credit Card,0
7529-ZDFXI,89.85,4925.35,7014.97,0.0,2089.62,0,9,36.66,4429,Bank Withdrawal,1
2748-MYRVK,99.9,6137.0,6664.94,0.0,527.94,0,59,8.38,4776,Bank Withdrawal,0
1963-SVUCV,45.3,45.3,103.67,0.0,28.37,30,7,28.37,5774,Bank Withdrawal,0
5673-TIYIB,40.4,77.15,77.15,0.0,0.0,0,8,0.0,3620,Credit Card,1
1839-UMACK,25.05,949.85,2110.73,0.0,1160.88,0,0,27.64,3756,Bank Withdrawal,0
